type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
transportation and logistics,automotive_logistics,US9113121068,UNITED PARCEL SERVICE-CL B,1,"Ofrece servicios integrales de logística y cadena de suministro cruciales para la industria automotriz global, gestionando el transporte y la distribución de piezas, componentes y vehículos.",,6231002,USD,UPS,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US31428X1063,FEDEX CORPORATION,2,"Proporciona soluciones integrales de logística y cadena de suministro adaptadas a la industria automotriz, apoyando el movimiento global de piezas, vehículos y componentes del mercado de repuestos.","La participación de FedEx en la logística automotriz se ve subrayada por el hecho de que el sector automotriz sigue siendo una vertical importante para la empresa. Esto está respaldado además por la creación de una vertical distinta con su propio equipo de liderazgo dedicado y el enfoque de la empresa en el crecimiento dentro del segmento de alto margen del mercado automotriz norteamericano, específicamente el subsector centrado en servicios premium que apoya la cadena de suministro automotriz. El compromiso de la empresa también se destaca al recibir el Premio al Proveedor del Año de GM por el vigésimo primer año consecutivo.",5100583,USD,FDX,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,CH0025238863,KUEHNE + NAGEL INTL AG-REG,3,Proporciona soluciones logísticas integrales que sustentan las operaciones de la cadena de suministro de la industria automotriz.,,39106394,CHF,KNIN,SMART,STK,False,,TL_AU1
transportation and logistics,automotive_logistics,DK0060079531,DSV A/S,4,"Proporciona servicios integrales de logística y gestión de la cadena de suministro adaptados a la industria automotriz, facilitando el movimiento global de piezas, componentes y vehículos terminados.",,44165865,DKK,DSV,SMART,STK,False,,TL_AU1
transportation and logistics,automotive_logistics,US9078181081,UNION PACIFIC CORP,5,"Proporciona amplios servicios de transporte ferroviario para vehículos terminados y piezas de automóviles, desempeñando un papel fundamental en la cadena de suministro de la industria automotriz.","Union Pacific participa en la logística automotriz a través del envío de automóviles terminados y piezas de automóviles, que se incluyen en su negocio de carga premium. Los envíos de automóviles de la compañía han experimentado fluctuaciones, con disminuciones atribuidas a la reducción de la producción e incertidumbres arancelarias, mientras que los aumentos han sido impulsados por victorias en el desarrollo de negocios. Aunque el sector automotriz se identifica como un tipo de producto básico y contribuye a los ingresos por transporte de mercancías, su demanda ha mostrado cierta debilidad, y su enfoque estratégico general parece ser menos pronunciado en comparación con otros productos básicos como el carbón y el intermodal.",13284,USD,UNP,SMART,STK,True,"[{'name': 'unp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unp-Q225-10-Q.html'}, {'name': 'unp-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unp-Q324-10-Q.html'}, {'name': 'unp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/unp-FY24-10-K.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US6558441084,NORFOLK SOUTHERN CORP,6,"Proporciona servicios esenciales de logística y transporte para la industria automotriz, facilitando el movimiento de vehículos y componentes a través de su red.","La participación de Norfolk Southern en la logística automotriz es evidente a través de su papel como transportista principal de automóviles y piezas de automóviles. Los ingresos de la compañía en el sector automotriz alcanzaron los $274 millones en el tercer trimestre de 2024 y los $861 millones para los primeros nueve meses de 2024. Si bien los volúmenes automotrices experimentaron una disminución en el tercer trimestre debido a problemas de producción, aumentaron durante los primeros nueve meses debido a una mejor disponibilidad de equipos y una mayor demanda. Además, la compañía identifica 'vehículos terminados que se mueven a nivel nacional' como una oportunidad para sinergias de ingresos.",10497,USD,NSC,SMART,STK,True,"[{'name': 'nsc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nsc-Q324-10-Q.html'}]",TL_AU1
transportation and logistics,automotive_logistics,JP3688370000,NIPPON EXPRESS HOLDINGS INC,7,Sirve como un proveedor clave de soluciones logísticas para la industria automotriz.,,531981186,JPY,9147,SMART,STK,False,,TL_AU1
transportation and logistics,automotive_logistics,US7835491082,RYDER SYSTEM INC,8,"Proporciona soluciones integrales de gestión de flotas, transporte dedicado y cadena de suministro críticas para el movimiento y distribución eficientes de componentes automotrices y vehículos terminados.","La participación de Ryder en la logística automotriz es evidente a través de su segmento de Soluciones de Cadena de Suministro (SCS), que incluye el sector automotriz, y Soluciones de Transporte Dedicado (DTS). La empresa obtiene ingresos de clientes automotrices a través de su negocio SCS, con una parte importante de su trabajo relacionada con las plantas de ensamblaje de EE. UU., apoyando a los OEM principalmente para operaciones de entrada y fabricación. Si bien Ryder atiende a diversas industrias, incluida la automotriz, se beneficia de tendencias favorables en soluciones de logística y transporte, y está cambiando estratégicamente su combinación de ingresos hacia la cadena de suministro y los servicios dedicados a través del crecimiento orgánico y adquisiciones.",11478,USD,R,SMART,STK,True,"[{'name': 'r-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/r-Q324-10-Q.html'}, {'name': 'r-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/r-Q125-10-Q.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US1264081035,CSX CORP,9,Proporciona amplios servicios de transporte ferroviario esenciales para el movimiento de componentes automotrices y vehículos terminados en toda América del Norte.,"La participación de CSX en la logística automotriz es evidente a través de su transporte de productos automotrices y los ingresos reportados del sector, que alcanzaron los $320 millones en el segundo trimestre de 2025 y $591 millones para los primeros seis meses de 2025. TDSI, una subsidiaria de CSX, apoya aún más a la industria automotriz al proporcionar centros de distribución y ubicaciones de almacenamiento. Sin embargo, la compañía ha reportado una disminución en los envíos automotrices debido a la menor producción de vehículos en América del Norte.",6150,USD,CSX,SMART,STK,True,"[{'name': 'csx-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/csx-Q225-10-Q.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US0533321024,AUTOZONE INC,10,"Gestiona extensas operaciones de la cadena de suministro para la distribución de repuestos y accesorios automotrices a sus tiendas minoristas y clientes, haciendo hincapié en la gestión eficiente del inventario y la entrega.","La participación de AutoZone en la Logística Automotriz es evidente en su enfoque estratégico en mejorar la ejecución, expandir la disponibilidad de piezas y mejorar la velocidad de entrega, particularmente para clientes comerciales. La empresa está invirtiendo significativamente en su cadena de suministro, incluida la apertura de nuevos centros de distribución y la expansión de la cobertura de tiendas Hub y MegaHub para acercar el inventario a los clientes. Estos esfuerzos se apoyan en iniciativas para refinar los surtidos en Hubs y MegaHubs y mejorar la disponibilidad de inventario en tiendas satélite, todo con el objetivo de reducir los costos de la cadena de suministro y mejorar el servicio al cliente. Además, el programa de ventas comerciales de AutoZone enfatiza la entrega rápida de piezas a varios clientes comerciales, lo que contribuye a un aumento significativo de las ventas tanto en los sectores comercial como de bricolaje.",4750,USD,AZO,SMART,STK,True,"[{'name': 'azo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/azo-FY24-10-K.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US00751Y1064,ADVANCE AUTO PARTS INC,11,"Se basa en operaciones logísticas sofisticadas para la adquisición, almacenamiento y entrega eficientes de componentes automotrices a sus clientes minoristas y profesionales.","Advance Auto Parts está significativamente involucrado en la logística automotriz, como lo demuestran sus continuos esfuerzos para optimizar su cadena de suministro a través de diversas iniciativas. La empresa está consolidando activamente sus centros de distribución, con el objetivo de reducir el número de CD de 38 a 12 para finales de 2026, y al mismo tiempo está implementando centros de mercado para mejorar la disponibilidad de piezas y la velocidad de entrega. Estos esfuerzos incluyen la optimización del sistema de gestión de almacenes, el perfeccionamiento de los procesos de CD para mejorar el rendimiento de los productos y la implementación de un nuevo marco de enrutamiento, todo lo cual se espera que impulse ahorros de costos y mejore la productividad.",4027,USD,AAP,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US4456581077,HUNT (JB) TRANSPRT SVCS INC,12,Proporciona servicios integrales de transporte y logística esenciales para el movimiento eficiente de componentes automotrices y vehículos terminados.,,270825,USD,JBHT,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US5018892084,LKQ CORP,13,"Gestiona la distribución global y la cadena de suministro de piezas de vehículos, desempeñando un papel fundamental en el ecosistema logístico automotriz.",,26345312,USD,LKQ,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US3453708600,FORD MOTOR CO,14,"Aprovecha una sofisticada red logística global para gestionar el transporte y la entrega eficientes de sus vehículos, componentes y materias primas en sus operaciones de fabricación y ventas en todo el mundo.",,9599491,USD,F,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US6795801009,OLD DOMINION FREIGHT LINE,15,Ofrece amplias soluciones de transporte de carga y logística que son cruciales para el movimiento eficiente de mercancías dentro de la cadena de suministro automotriz.,,272667,USD,ODFL,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US1468691027,CARVANA CO,16,"Opera una plataforma de comercio electrónico para la venta de automóviles usados, lo que requiere una sólida logística automotriz para la adquisición, reacondicionamiento y entrega directa al consumidor de vehículos en su extenso alcance operativo.","Carvana demuestra un enfoque en la logística automotriz a través de varias iniciativas clave. La empresa está invirtiendo activamente y expandiendo su red de logística interna para transportar automóviles, con el objetivo de mejorar la eficiencia y reducir los costos de transporte mediante la integración de ubicaciones de ADESA, la optimización del transporte entrante y la gestión de grupos de inventario. Esto incluye la gestión de los costos de transporte entrante, las redes de transportistas multicarro y las redes de entrega de última milla. Además, Carvana se enfoca en mejorar la logística automotriz integrando ubicaciones de ADESA, optimizando el transporte entrante y gestionando grupos de inventario para reducir las millas recorridas y optimizar el proceso de entrega.",274144952,USD,CVNA,SMART,STK,False,"[{'name': 'cvna-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cvna-FY24-10-K.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US37045V1008,GENERAL MOTORS CO,17,"Gestiona extensas cadenas de suministro globales de piezas y componentes, y orquesta la distribución de vehículos terminados a concesionarios y clientes en todo el mundo, impactando significativamente las operaciones logísticas automotrices.",,80986742,USD,GM,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US9837931008,XPO INC,18,"Proporciona soluciones logísticas integrales adaptadas a la industria automotriz, apoyando el movimiento eficiente de piezas y vehículos terminados.",,93957038,USD,XPO,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US88160R1014,TESLA INC,19,Opera una red logística global para el transporte de componentes de vehículos y vehículos eléctricos terminados desde las instalaciones de fabricación hasta los centros de entrega en todo el mundo.,"Tesla se enfoca en la logística automotriz para respaldar su creciente volumen de producción, enfatizando la necesidad de mejorar las capacidades de entrega de vehículos para prevenir cuellos de botella. La compañía ha demostrado sus capacidades de gestión operativa y de cadena de suministro al aumentar con éxito las líneas de producción en múltiples fábricas y gestionar cadenas de suministro en tres continentes. Tesla también tiene como objetivo mejorar la logística aumentando las capacidades de entrega de vehículos y gestionando los costos de la cadena de suministro y la logística. Estos esfuerzos garantizan que la logística automotriz respalde los objetivos de producción de Tesla.",76792991,USD,TSLA,SMART,STK,True,"[{'name': 'tsla-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tsla-Q125-10-Q.html'}, {'name': 'tsla-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tsla-FY24-10-K.html'}]",TL_AU1
