type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable,theme_id
entertainment and media,public_services,US0304201033,AMERICAN WATER WORKS CO INC,1,"Proporciona servicios esenciales de agua y aguas residuales, sirviendo como operador líder dentro del sector de servicios públicos en numerosos estados.","El enfoque de American Water en Servicios Públicos es evidente ya que la compañía se identifica como la empresa de servicios públicos de agua y aguas residuales más grande y geográficamente diversa de los Estados Unidos. El negocio principal de la compañía implica la prestación de servicios de agua y aguas residuales a más de 14 millones de personas en 24 estados, sirviendo a clientes residenciales, comerciales, industriales y de autoridades públicas. Este compromiso se demuestra aún más por sus importantes inversiones de capital en infraestructura, adquisiciones de sistemas de agua y aguas residuales, y actividades regulatorias continuas para garantizar servicios seguros, limpios y confiables.","[{'name': 'awk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/awk-Q225-10-Q.html'}, {'name': 'awk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/awk-FY24-10-K.html'}, {'name': 'awk-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/awk-Q125-10-Q.html'}, {'name': 'awk-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/awk-Q324-10-Q.html'}]",50530752,USD,AWK,SMART,STK,True,EM_STR
entertainment and media,public_services,US7843051043,H2O AMERICA,2,"Proporciona servicios públicos esenciales centrados principalmente en el agua, apoyando la infraestructura crítica y las necesidades públicas en sus regiones operativas.","El compromiso de H2O America con el tema de Servicios Públicos es fundamental para sus operaciones, ya que el negocio principal de la empresa gira en torno a la propiedad de servicios públicos que brindan servicios de agua y aguas residuales. A través de sus subsidiarias, la empresa atiende a una base de clientes sustancial de aproximadamente 407,000 conexiones de servicios de agua y aguas residuales, llegando a más de 1.6 millones de personas en múltiples estados. Además, la empresa se enfoca en inversiones en su infraestructura y sistemas de agua en toda su huella nacional.","[{'name': 'hto-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hto-Q125-10-Q.html'}, {'name': 'hto-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hto-Q225-10-Q.html'}, {'name': 'hto-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hto-Q324-10-Q.html'}, {'name': 'hto-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hto-FY24-10-K.html'}]",756662,USD,HTO,SMART,STK,True,EM_STR
entertainment and media,public_services,US74762E1029,QUANTA SERVICES INC,3,"Proporciona soluciones integrales de infraestructura y servicios especializados críticos para el desarrollo, mantenimiento y modernización de redes de servicios públicos.","La compañía demuestra su participación en servicios públicos a través de su segmento Eléctrico, donde las empresas de servicios públicos están invirtiendo en programas de modernización y confiabilidad de la red, actualizaciones de sistemas y programas de fortalecimiento. La compañía también brinda servicios a clientes de servicios públicos, incluidos servicios de integridad de gasoductos y de servicios públicos de gas, y apoya sus inversiones en sistemas de entrega de energía eléctrica. Además, la compañía brinda servicios relacionados con sistemas de entrega de energía eléctrica y destaca el mercado de sus soluciones industriales y servicios de integridad de gasoductos y de servicios públicos de gas.","[{'name': 'pwr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pwr-Q125-10-Q.html'}, {'name': 'pwr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pwr-Q324-10-Q.html'}, {'name': 'pwr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pwr-Q225-10-Q.html'}, {'name': 'pwr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pwr-FY24-10-K.html'}]",6608432,USD,PWR,SMART,STK,True,EM_STR
entertainment and media,public_services,US2091151041,CONSOLIDATED EDISON INC,4,"Proporciona servicios de suministro de electricidad, gas y vapor a clientes en la ciudad de Nueva York y el condado de Westchester, contribuyendo significativamente a la infraestructura esencial de la región.","La participación de Con Edison en Servicios Públicos es central para su negocio, ya que sus operaciones principales, a través de CECONY y O&R, se encuentran en la entrega regulada de electricidad, gas y vapor. CECONY proporciona servicio eléctrico en la ciudad de Nueva York y el condado de Westchester, gas en partes de la ciudad de Nueva York y Westchester, y vapor en Manhattan, mientras que O&R atiende a clientes en el sureste del estado de Nueva York y el norte de Nueva Jersey. Estos servicios públicos no solo son operaciones comerciales principales, sino que también representan la gran mayoría de los ingresos operativos de Con Edison.","[{'name': 'ed-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ed-Q225-10-Q.html'}, {'name': 'ed-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ed-Q324-10-Q.html'}, {'name': 'ed-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ed-FY24-10-K.html'}]",6691,USD,ED,SMART,STK,True,EM_STR
entertainment and media,public_services,US30161N1019,EXELON CORP,5,"Proporciona servicios públicos esenciales, incluida la generación, transmisión y distribución de electricidad y gas natural, a una amplia base de clientes.","La participación de Exelon en el tema de la industria de Servicios Públicos es fundamental para sus operaciones, ya que la empresa se identifica como una empresa matriz de servicios públicos involucrada en la transmisión y distribución de energía a través de sus seis segmentos: ComEd, PECO, BGE, Pepco, DPL y ACE. La empresa se enfoca en brindar un servicio confiable, particularmente durante las temporadas de tormentas, con sus empleados brindando servicios a los clientes. Además, Exelon continúa enfocándose en conectar a los clientes con fondos de ayuda federales, estatales y locales, incluida la defensa continua de programas clave como LIHEAP.","[{'name': 'exc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/exc-Q324-10-Q.html'}, {'name': 'exc-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/exc-Q125-10-Q.html'}, {'name': 'exc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/exc-FY24-10-K.html'}]",11000,USD,EXC,SMART,STK,True,EM_STR
entertainment and media,public_services,US2810201077,EDISON INTL,6,"Suministra electricidad esencial y otros servicios públicos, desempeñando un papel fundamental en la alimentación de comunidades e infraestructuras.","Edison International, a través de su subsidiaria Southern California Edison (SCE), demuestra una fuerte conexión con la industria de servicios públicos, ya que su negocio principal implica el suministro y la entrega de electricidad en una área importante de California. Esta función principal está respaldada por inversiones sustanciales en infraestructura, modernización de la red y mitigación de incendios forestales, todo lo cual es esencial para garantizar un servicio eléctrico confiable y seguro. El enfoque estratégico de la empresa incluye no solo el mantenimiento de la red, sino también la mejora de su resiliencia y su preparación para las futuras necesidades de electrificación, al tiempo que enfatiza la asequibilidad para sus clientes.","[{'name': 'eix-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/eix-Q125-10-Q.html'}]",11899,USD,EIX,SMART,STK,True,EM_STR
entertainment and media,public_services,US29670G1022,ESSENTIAL UTILITIES INC,7,"Proporciona servicios esenciales de agua y aguas residuales, junto con la distribución de gas natural, como una empresa de servicios públicos regulada.","Essential Utilities opera servicios públicos regulados, proporcionando servicios de agua, aguas residuales y gas natural a aproximadamente 5.5 millones de personas en varios estados bajo las marcas Aqua y Peoples. La empresa está comprometida a invertir en infraestructura, con planes de invertir miles de millones para mejorar los sistemas de agua y gas natural. Estas inversiones de capital son fundamentales para su misión de entregar recursos esenciales de manera segura y confiable y se espera que impulsen el crecimiento en la base combinada de tarifas de servicios públicos.","[{'name': 'wtrg-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wtrg-Q225-10-Q.html'}, {'name': 'wtrg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wtrg-Q125-10-Q.html'}, {'name': 'wtrg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wtrg-Q324-10-Q.html'}, {'name': 'wtrg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wtrg-FY24-10-K.html'}]",401501770,USD,WTRG,SMART,STK,True,EM_STR
entertainment and media,public_services,US8168511090,SEMPRA,8,"Proporciona servicios esenciales de electricidad y gas natural a millones de clientes, garantizando la entrega confiable de energía y el desarrollo de infraestructura.","El compromiso de Sempra con los Servicios Públicos es evidente a través de sus actividades comerciales principales. La empresa invierte, desarrolla y opera infraestructura energética, brindando servicios eléctricos y de gas a los clientes. Subsidiarias como SDG&E, una empresa de servicios públicos regulada, brindan servicio eléctrico a los condados de San Diego y el sur de Orange, junto con servicio de gas natural al condado de San Diego, mientras que SoCalGas distribuye gas natural en todo el sur y partes del centro de California. Como empresa matriz con sede en California con inversiones en infraestructura energética en América del Norte, la provisión de estos servicios por parte de Sempra subraya la importancia estratégica del sector de servicios públicos para sus operaciones.","[{'name': 'sre-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sre-FY24-10-K.html'}, {'name': 'sre-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sre-Q324-10-Q.html'}]",11020,USD,SRE,SMART,STK,True,EM_STR
entertainment and media,public_services,US26441C2044,DUKE ENERGY CORP,9,"Proporciona servicios esenciales de electricidad y gas natural a millones de clientes en varios estados, sirviendo como proveedor de infraestructura crítica para la entrega confiable de energía.","El enfoque de Duke Energy en los servicios públicos es evidente en su compromiso de proporcionar electricidad y gas natural a los clientes, con el funcionamiento fiable y seguro de las instalaciones de generación de energía, los sistemas de distribución eléctrica y la infraestructura de gas natural como base de sus operaciones. Este compromiso es fundamental para servir a los clientes, lograr resultados financieros y mantener la credibilidad ante las partes interesadas, especialmente al reconstruir comunidades e infraestructura eléctrica. Además, la estrategia comercial de Duke Energy se centra en satisfacer las crecientes necesidades energéticas y potenciar la economía moderna, al tiempo que proporciona energía fiable, asequible y más limpia a través de inversiones en tecnologías seguras e innovadoras, la modernización de la infraestructura y la integración de programas de gestión de la eficiencia y la demanda.","[{'name': 'duk-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/duk-Q324-10-Q.html'}, {'name': 'duk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/duk-FY24-10-K.html'}]",110176011,USD,DUK,SMART,STK,True,EM_STR
entertainment and media,public_services,US2333311072,DTE ENERGY COMPANY,10,"Proporciona servicios públicos esenciales, incluida la distribución de electricidad y gas natural, a clientes residenciales y comerciales.","La participación de DTE Energy en Servicios Públicos es evidente a través de su papel como empresa matriz de DTE Electric y DTE Gas, que son servicios públicos regulados de electricidad y gas natural. Estas subsidiarias brindan servicios de venta, distribución y almacenamiento de electricidad y gas natural en todo Michigan, formando el núcleo de las operaciones de DTE Energy. El compromiso de la compañía se demuestra aún más con un sólido plan de 5 años que involucra $30 mil millones en inversiones de capital centradas en el cliente, con más del 90% asignado al fortalecimiento y modernización de las operaciones de servicios públicos, impulsando el crecimiento a través de inversiones destinadas a mejorar la confiabilidad y la transición a energía más limpia.","[{'name': 'dte-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dte-Q324-10-Q.html'}]",6585,USD,DTE,SMART,STK,True,EM_STR
