industry_id,theme_id,symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
IN,ENG,ACM,industrial,engineering_services,US00766T1007,AECOM,1,"Es un líder mundial en la prestación de servicios de ingeniería integrales, desempeñando un papel fundamental en el sector.","La participación de AECOM en Servicios de Ingeniería es evidente a través de la provisión de servicios de diseño arquitectónico y de ingeniería tanto a clientes públicos como privados en América y a nivel internacional. La compañía se identifica como un proveedor global líder de servicios profesionales de consultoría y asesoramiento en infraestructura, brindando ventajas técnicas a los clientes en varios proyectos. AECOM ostenta la distinción de ser la firma de diseño general número 1 y sirve como el único socio de infraestructura de sedes para los Juegos Olímpicos y Paralímpicos de LA '28, abarcando arquitectura, ingeniería, planificación, gestión de programas y gestión de la construcción.","[{'name': 'acm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acm-Q125-10-Q.html'}, {'name': 'acm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acm-Q225-10-Q.html'}, {'name': 'acm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/acm-FY24-10-K.html'}, {'name': 'acm-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acm-Q325-10-Q.html'}]",43980401,USD,SMART,STK
IN,ENG,ADSK,industrial,engineering_services,US0527691069,AUTODESK INC,2,"Proporciona herramientas de software esenciales para el diseño, análisis y gestión en diversas disciplinas de ingeniería, permitiendo a los profesionales entregar proyectos complejos de manera eficiente.","La participación de Autodesk en Servicios de Ingeniería es evidente a través de su tecnología que abarca arquitectura, ingeniería y construcción, empoderando a los innovadores para resolver desafíos. La compañía está fortaleciendo activamente sus soluciones de Arquitectura, Ingeniería, Construcción y Operaciones (AECO) a través de inversiones orgánicas e inorgánicas, incluidas adquisiciones. La tecnología de Autodesk tiene como objetivo ayudar a los clientes a diseñar y crear un mundo mejor, demostrando aún más su compromiso con los servicios de ingeniería.","[{'name': 'adsk-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/adsk-Q325-10-Q.html'}, {'name': 'adsk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/adsk-Q225-10-Q.html'}, {'name': 'adsk-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/adsk-FY25-10-K.html'}]",265681,USD,SMART,STK
IN,ENG,J,industrial,engineering_services,US46982L1089,JACOBS SOLUTIONS INC,3,"Ofrece una amplia gama de servicios de ingeniería, que incluyen consultoría, diseño y gestión de proyectos, para infraestructura crítica, instalaciones avanzadas y soluciones ambientales a nivel mundial.",,,582332987,USD,SMART,STK
IN,ENG,EPAM,industrial,engineering_services,US29414B1044,EPAM SYSTEMS INC,4,"Ofrece servicios de ingeniería integrales, incluido el desarrollo de software y soluciones de transformación digital, para impulsar la innovación y la eficiencia de clientes de diversas industrias.","El compromiso de EPAM con los Servicios de Ingeniería es evidente en su enfoque estratégico de combinar servicios nativos de IA con fortalezas centrales de ingeniería y consultoría, enfatizando la ejecución, el diseño, la construcción y la implementación de productos y plataformas empresariales de misión crítica. La experiencia de la empresa en ingeniería de software sustenta su posición como proveedor global líder de servicios de transformación digital, en la nube y habilitados por IA. Los clientes confían en la competencia de EPAM en ingeniería central, tecnologías avanzadas y diseño digital, lo que solidifica aún más el compromiso de la empresa de ofrecer servicios de transformación digital de extremo a extremo.","[{'name': 'epam-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/epam-Q324-10-Q.html'}, {'name': 'epam-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/epam-Q225-10-Q.html'}, {'name': 'epam-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/epam-FY24-10-K.html'}]",101898880,USD,SMART,STK
IN,ENG,SNPS,industrial,engineering_services,US8716071076,SYNOPSYS INC,5,Proporciona software y propiedad intelectual (IP) cruciales de automatización de diseño electrónico (EDA) que son fundamentales para la ingeniería y el desarrollo de sistemas electrónicos y semiconductores complejos.,"La participación de Synopsys en los servicios de ingeniería está significativamente influenciada por su adquisición pendiente de Ansys, una empresa especializada en software y servicios de simulación y análisis de ingeniería. Esta adquisición forma parte de la estrategia de Synopsys para convertirse en el líder mundial en soluciones de ingeniería, desde el silicio hasta los sistemas, ampliando su cartera y sus oportunidades de crecimiento a largo plazo. Synopsys pretende redefinir la ingeniería integrando las soluciones de Ansys, consolidando aún más su posición en el panorama de las soluciones de ingeniería, además de los productos y servicios de integración de sistemas que ya ofrece.","[{'name': 'snps-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/snps-Q125-10-Q.html'}, {'name': 'snps-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/snps-Q225-10-Q.html'}, {'name': 'snps-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/snps-FY24-10-K.html'}]",274499,USD,SMART,STK
IN,ENG,WSP,industrial,engineering_services,CA92938W2022,WSP GLOBAL INC,6,"Ofrece amplios servicios de ingeniería, apoyando proyectos críticos de infraestructura y desarrollo en todo el mundo.",,,141225089,CAD,SMART,STK
IN,ENG,KBR,industrial,engineering_services,US48242W1062,KBR INC,7,"Proporciona un amplio espectro de servicios de ingeniería, contribuyendo activamente al desarrollo y ejecución de proyectos complejos en diversos sectores.","La participación de KBR en servicios de ingeniería es evidente a través de su prestación de soluciones de soporte de ciencia, tecnología, ingeniería y logística a gobiernos y empresas a nivel mundial. Las capacidades de la empresa abarcan ofertas de ingeniería, diseño y gestión de programas de alta gama, incluida la ingeniería de sistemas de defensa, como la creación rápida de prototipos y el soporte de adquisición aeroespacial. El enfoque estratégico de KBR en ingeniería se destaca aún más por el aumento de los ingresos dentro de su segmento STS, impulsado principalmente por servicios de ingeniería y profesionales. Además, la adquisición por parte de KBR de LinQuest, una empresa de ingeniería, análisis de datos e integración digital, subraya su compromiso y presencia en el dominio de los servicios de ingeniería.","[{'name': 'kbr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q324-10-Q.html'}, {'name': 'kbr-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q224-10-Q.html'}, {'name': 'kbr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kbr-FY24-10-K.html'}]",41552939,USD,SMART,STK
IN,ENG,GE,industrial,engineering_services,US3696043013,GENERAL ELECTRIC,8,"Ofrece amplios servicios de ingeniería para el diseño, desarrollo y mantenimiento de sistemas industriales complejos en sus diversos segmentos de negocio.",,,498843743,USD,SMART,STK
IN,ENG,PSN,industrial,engineering_services,US70202L1026,PARSONS CORP,9,"Ofrece diversas soluciones de ingeniería, diseño y construcción para proyectos complejos de infraestructura, defensa y seguridad nacional, contribuyendo al avance de sistemas globales críticos.","Parsons Corporation proporciona servicios de diseño, ingeniería y técnicos al gobierno federal de EE. UU. y a clientes de infraestructura crítica. Esto se logra a través de su segmento de Soluciones Federales, que apoya misiones de seguridad nacional, y su segmento de Infraestructura Crítica, que ofrece servicios integrados de ingeniería y gestión para proyectos de infraestructura complejos a nivel mundial. Parsons aprovecha su experiencia en gestión de programas e ingeniería de diseño para capitalizar el gasto en infraestructura, particularmente en América del Norte y Oriente Medio, y ofrece servicios de entrega de diseño-construcción. El compromiso de la empresa con los servicios de ingeniería se demuestra aún más con la adquisición de BCC Engineering, una empresa de ingeniería de servicio completo, e I.S. Engineers, especializada en ingeniería de transporte, lo que mejora sus capacidades en servicios de planificación, diseño y gestión.","[{'name': 'psn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/psn-Q125-10-Q.html'}, {'name': 'psn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/psn-Q324-10-Q.html'}, {'name': 'psn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/psn-Q225-10-Q.html'}, {'name': 'psn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/psn-FY24-10-K.html'}]",365037248,USD,SMART,STK
IN,ENG,BAH,industrial,engineering_services,US0995021062,BOOZ ALLEN HAMILTON HOLDINGS,10,"Proporciona una amplia gama de servicios de ingeniería, incluyendo diseño, desarrollo e integración de sistemas complejos para clientes gubernamentales y comerciales.",,,80968828,USD,SMART,STK
