symbol,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
MCD,FRA,consumer and retail,franchise_model,US5801351017,MC DONALD'S-CORP,1,"Aprovecha un sistema de franquicias global generalizado como su estrategia operativa principal, demostrando un compromiso fundamental y un desarrollo extenso del modelo de franquicia.","McDonald's opera principalmente como franquiciador, con aproximadamente el 95% de sus restaurantes franquiciados. La empresa enfatiza que la franquicia es fundamental para ofrecer alimentos de gran sabor, experiencias de cliente relevantes a nivel local y para impulsar la rentabilidad. El modelo de negocio fuertemente franquiciado de McDonald's está diseñado para generar ingresos estables y predecibles, que son en gran medida una función de las ventas de los franquiciados y los flujos de efectivo resultantes. La empresa apoya a sus franquiciados a través de estándares, políticas y estándares de marca, lo que permite a las personas ser sus propios empleadores y al mismo tiempo beneficiarse de la marca global, el sistema operativo y los recursos financieros de McDonald's.","[{'name': 'mcd-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mcd-Q225-10-Q.html'}, {'name': 'mcd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mcd-Q324-10-Q.html'}, {'name': 'mcd-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mcd-Q125-10-Q.html'}]",9408,USD,SMART,STK
DPZ,FRA,consumer and retail,franchise_model,US25754A2015,DOMINO'S PIZZA INC,2,"Opera predominantemente a través de una red global de franquiciados independientes, aprovechando este modelo para una amplia penetración en el mercado y eficiencia operativa.","Domino's opera principalmente como franquiciador, con aproximadamente el 99% de sus tiendas a nivel mundial propiedad y operadas por franquiciados independientes. La empresa enfatiza que sus franquiciados son la 'salsa secreta' de su éxito, destacando su economía de primer nivel y la sólida relación entre franquiciador y franquiciado. Domino's también se enfoca en ser un franquiciador de primer nivel, apoyando el crecimiento de los franquiciados y evaluando continuamente oportunidades para fortalecer su marca a través de la franquicia, incluida la refranquicia de tiendas propiedad de la empresa.","[{'name': 'dpz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dpz-Q225-10-Q.html'}, {'name': 'dpz-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dpz-Q324-10-Q.html'}, {'name': 'dpz-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dpz-Q125-10-Q.html'}]",29831612,USD,SMART,STK
HLT,FRA,consumer and retail,franchise_model,US43300A2033,HILTON WORLDWIDE HOLDINGS IN,3,"Opera extensamente a través de un modelo de franquicia, que es un componente central de su estrategia comercial para la expansión global y la proliferación de marcas.","Hilton opera extensamente utilizando un modelo de franquicia, como lo demuestran sus objetivos estratégicos que incluyen la expansión de su red hotelera global a través de contratos de franquicia, la concesión de licencias de propiedad intelectual y la oferta de servicios de gestión hotelera. La empresa cobra tarifas de franquicia por el uso de sus nombres de marca, sistemas de reservas y servicios de marketing, y el segmento de gestión y franquicia juega un papel crucial. Hilton persigue activamente el crecimiento a través de acuerdos de franquicia, como el acuerdo estratégico de licencia con NILE Hospitality para abrir numerosos hoteles en la India y la expansión de marcas como Hampton y Hilton Garden Inn, utilizando a veces empresas conjuntas. La empresa también enfatiza las marcas amigables con la conversión, y las conversiones representan una parte significativa de sus aperturas.","[{'name': 'hlt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hlt-Q125-10-Q.html'}, {'name': 'hlt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hlt-FY24-10-K.html'}, {'name': 'hlt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hlt-Q324-10-Q.html'}, {'name': 'hlt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hlt-Q225-10-Q.html'}]",257944570,USD,SMART,STK
YUM,FRA,consumer and retail,franchise_model,US9884981013,YUM! BRANDS INC,4,"Opera una cartera global de marcas de restaurantes principalmente a través de un vasto sistema de franquicias, demostrando una amplia utilización y expansión del modelo de franquicia.","Yum! Brands opera principalmente a través de un modelo de franquicia, con una parte importante de sus restaurantes operados por franquiciados. Específicamente, aproximadamente el 98% de sus restaurantes son operados por franquiciados, lo que demuestra una considerable dependencia de este modelo. Esto está respaldado además por el reconocimiento de Taco Bell como la franquicia número 1 por Entrepreneur Magazine durante varios años y KFC International obteniendo los máximos honores como la franquicia internacional de más rápido crecimiento. La empresa también enfatiza la importancia de sus franquiciados a través de convenciones globales y expresa confianza en sus inversiones, destacando el modelo de franquicia como un componente clave de su estrategia comercial.","[{'name': 'yum-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/yum-Q225-10-Q.html'}, {'name': 'yum-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/yum-Q324-10-Q.html'}]",3206042,USD,SMART,STK
MAR,FRA,consumer and retail,franchise_model,US5719032022,MARRIOTT INTERNATIONAL -CL A,5,"Opera una cartera global de alojamiento predominantemente a través de acuerdos de franquicia y licencia, lo que permite una rápida expansión y penetración en el mercado, al tiempo que aprovecha la experiencia y el capital locales.","La empresa opera como un operador, franquiciador y licenciante mundial de hoteles, propiedades residenciales, tiempos compartidos y otros establecimientos de alojamiento. Bajo su modelo de negocio de activos ligeros, la empresa suele gestionar o franquiciar hoteles en lugar de poseerlos, con tarifas de franquicia calculadas como un porcentaje de los ingresos a nivel de propiedad. La dependencia de la empresa del modelo de franquicia es evidente a través del número sustancial de propiedades franquiciadas, con un total de 6.888 de 9.068 propiedades a 30 de septiembre de 2024, y 7.439 a 30 de junio de 2025. Las tarifas de franquicia contribuyen significativamente a los ingresos de la empresa, con 812 millones de dólares para los tres meses finalizados el 30 de septiembre de 2024 y 3.113 millones de dólares en 2024.","[{'name': 'mar-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mar-Q324-10-Q.html'}, {'name': 'mar-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mar-FY24-10-K.html'}, {'name': 'mar-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mar-Q225-10-Q.html'}]",9358,USD,SMART,STK
CHH,FRA,consumer and retail,franchise_model,US1699051066,CHOICE HOTELS INTL INC,6,"Opera predominantemente como franquiciador, aprovechando un modelo de franquicia para sus operaciones comerciales principales.","Choice Hotels International opera principalmente como franquiciador de hoteles, y el negocio de franquicia de hoteles representa las operaciones principales de la empresa. Las operaciones nacionales de la empresa se llevan a cabo a través de relaciones de franquicia directa, mientras que sus operaciones de franquicia internacional utilizan una combinación de acuerdos de franquicia directa y maestra. Choice Hotels gestiona y expande activamente su sistema de franquicias a través de adquisiciones y acuerdos estratégicos, como la transición a un modelo de franquicia totalmente directo en Canadá y la extensión de acuerdos de franquicia maestra en América del Sur y Asia-Pacífico. Este enfoque en la franquicia es integral para la generación de ingresos y la estrategia comercial general de la empresa.","[{'name': 'chh-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chh-Q125-10-Q.html'}, {'name': 'chh-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chh-Q225-10-Q.html'}, {'name': 'chh-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chh-Q324-10-Q.html'}, {'name': 'chh-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/chh-FY24-10-K.html'}]",2585515,USD,SMART,STK
WH,FRA,consumer and retail,franchise_model,US98311A1051,WYNDHAM HOTELS & RESORTS INC,7,"Utiliza un modelo integral de franquicia para impulsar la expansión de sus diversas marcas hoteleras a nivel mundial, permitiendo a los operadores independientes aprovechar sus sistemas y soporte establecidos.","El negocio de la empresa se centra en gran medida en el modelo de franquicia, ya que se identifica como un franquiciador hotelero global líder, que licencia sus marcas a propietarios de hoteles en numerosos países. La franquicia hotelera es el segmento principal de la empresa, que genera regalías y tarifas de franquicia. El enfoque de la empresa en la satisfacción del franquiciado, el crecimiento del sistema de franquicias y el apoyo brindado a los franquiciados demuestran aún más su dependencia e inversión en el modelo de franquicia, incluidas estrategias de expansión como la franquicia directa en China y acuerdos de desarrollo en otros mercados internacionales.","[{'name': 'wh-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wh-Q225-10-Q.html'}, {'name': 'wh-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wh-Q125-10-Q.html'}, {'name': 'wh-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wh-Q324-10-Q.html'}, {'name': 'wh-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wh-FY24-10-K.html'}]",317669729,USD,SMART,STK
QSR,FRA,consumer and retail,franchise_model,CA76131D1033,RESTAURANT BRANDS INTERN,8,"Opera una cartera global de marcas icónicas de restaurantes de servicio rápido principalmente a través de un sólido sistema de franquicias, impulsando la expansión y la penetración en el mercado a nivel mundial.","El negocio de la empresa depende en gran medida del modelo de franquicia, como lo demuestra el hecho de que más del 90% de sus restaurantes son franquiciados. Esta es una parte central de la estrategia comercial de la empresa, y los resultados a nivel de sistema son impulsados principalmente por restaurantes franquiciados. La empresa opera a través de segmentos de franquiciador para sus marcas, como Tim Hortons, Burger King y Popeyes, y discute activamente las ventas de franquicias, los ingresos por regalías y las contribuciones al fondo de publicidad, enfatizando aún más la importancia del modelo de franquicia.","[{'name': 'qsr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/qsr-Q125-10-Q.html'}, {'name': 'qsr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/qsr-Q225-10-Q.html'}]",176477354,CAD,SMART,STK
WING,FRA,consumer and retail,franchise_model,US9741551033,WINGSTOP INC,9,"Opera principalmente a través de un modelo de franquicia, que impulsa su rápida expansión y penetración en el mercado de su concepto de restaurante.","El negocio de Wingstop está significativamente estructurado en torno al modelo de franquicia, con aproximadamente el 98% de sus restaurantes siendo propiedad y operados por franquiciados independientes. La empresa genera ingresos a través de regalías, tarifas de publicidad y tarifas de franquicia, y su objetivo es expandirse abriendo nuevos restaurantes franquiciados. Se cree que este modelo ligero en activos y altamente franquiciado genera sólidos márgenes operativos y requiere bajas inversiones de capital, creando valor para el accionista a través de un flujo de caja constante y un crecimiento eficiente del capital, con más del 95% de las aperturas de nuevos restaurantes resultantes de la reinversión de socios de marca existentes.","[{'name': 'wing-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wing-Q125-10-Q.html'}, {'name': 'wing-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wing-Q225-10-Q.html'}, {'name': 'wing-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wing-Q324-10-Q.html'}, {'name': 'wing-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wing-FY24-10-K.html'}]",196892722,USD,SMART,STK
PLNT,FRA,consumer and retail,franchise_model,US72703H1014,PLANET FITNESS INC - CL A,10,"Opera predominantemente a través de un modelo de franquicia, que es integral para su crecimiento y penetración en el mercado.","Planet Fitness opera principalmente como una franquicia, como lo demuestra el hecho de que una gran mayoría de sus clubes son franquiciados; por ejemplo, al 31 de marzo de 2025, 2.461 de sus 2.741 clubes eran franquiciados. La estrategia de crecimiento de la empresa depende en gran medida de los clubes propiedad de franquiciados, y se espera que la mayoría de los futuros clubes nuevos sean propiedad de franquiciados, y están buscando activamente nuevos franquiciados. El segmento de franquicias es un segmento de negocio clave, que contribuye significativamente a los ingresos de la empresa a través de regalías, tarifas de franquicia y ventas de equipos a los franquiciados.","[{'name': 'plnt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/plnt-Q324-10-Q.html'}, {'name': 'plnt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/plnt-Q125-10-Q.html'}, {'name': 'plnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/plnt-FY24-10-K.html'}]",202114841,USD,SMART,STK
