industry,theme,isin_code,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable,theme_id
industrial,chip_manufacturing,US5128073062,LAM RESEARCH CORP,1,"Proporciona equipos y servicios esenciales de fabricación de obleas que son críticos para la producción de dispositivos semiconductores avanzados, permitiendo la fabricación global de chips.","La fuerte conexión de Lam Research con el tema de Fabricación de Chips es evidente a través de su negocio principal como proveedor global de equipos y servicios de fabricación de obleas para la industria de semiconductores. Los clientes de la compañía son fabricantes de memorias de semiconductores, fundiciones y dispositivos integrados, y la fabricación de semiconductores, que implica la fabricación de circuitos integrados en una oblea, es su negocio. El enfoque de Lam en las inflexiones tecnológicas de vanguardia, como el gate-all-around, la distribución de energía en la parte posterior, el empaquetado avanzado y el procesamiento de fotorresina EUV seca, demuestra su compromiso de impulsar avances en semiconductores. Esto está respaldado además por importantes inversiones en I+D centradas en procesos de deposición, grabado, limpieza y otros procesos de fabricación de semiconductores de vanguardia, así como por el desarrollo de herramientas como la herramienta de grabado de conductores Akara y la herramienta ALD Striker SPARC.","[{'name': 'lrcx-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lrcx-Q325-10-Q.html'}, {'name': 'lrcx-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lrcx-FY25-10-K.html'}, {'name': 'lrcx-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lrcx-Q125-10-Q.html'}]",732440574,USD,LRCX,SMART,STK,True,CHI
industrial,chip_manufacturing,US4581401001,INTEL CORP,2,"Se dedica al diseño, desarrollo y fabricación de chips semiconductores avanzados, operando una red global de instalaciones de fabricación e innovando continuamente en tecnologías de procesos.","El compromiso de Intel con la fabricación de chips es evidente a través de su papel como diseñador y fabricante global de productos semiconductores, incluidas las CPU, respaldado por las operaciones de Intel Foundry. La empresa se centra en avanzar en las tecnologías de procesos y empaquetado de silicio, ejemplificado por la puesta en marcha de Intel 18A e innovaciones para procesos de silicio de clase mundial. Intel Foundry, que abarca el desarrollo de tecnología, la fabricación y los servicios de fundición, tiene como objetivo ofrecer capacidades de fundición de sistemas y fortalecer la cadena de suministro global de semiconductores. Este compromiso está aún más respaldado por inversiones en capacidad de fabricación geográficamente equilibrada y financiación otorgada bajo la Ley CHIPS y de Ciencia para expandir la fabricación confiable.","[{'name': 'intc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/intc-Q324-10-Q.html'}, {'name': 'intc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/intc-Q225-10-Q.html'}, {'name': 'intc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/intc-FY24-10-K.html'}]",270639,USD,INTC,SMART,STK,True,CHI
industrial,chip_manufacturing,TW0002330008,TAIWAN SEMICONDUCTOR MANUFAC,3,"Impulsa avances tecnológicos en la fabricación de chips como la fundición independiente de semiconductores dedicada más grande del mundo, lo que permite la producción de circuitos integrados de alto rendimiento para diversas aplicaciones.",,,37928709,TWD,2330,TWSE,STK,False,CHI
industrial,chip_manufacturing,US0382221051,APPLIED MATERIALS INC,4,"Proporciona equipos de fabricación, servicios y software críticos para las industrias de semiconductores, pantallas y relacionadas, permitiendo la producción de prácticamente todos los chips nuevos y pantallas avanzadas en todo el mundo.","Applied Materials demuestra una fuerte conexión con el tema de la fabricación de chips, principalmente a través de su provisión de equipos, servicios y software de fabricación para la industria de semiconductores. El enfoque de la empresa en importantes innovaciones arquitectónicas en dispositivos lógicos, de memoria de cómputo, de empaquetado y de potencia, incluidos los transistores de puerta circundante de próxima generación y el empaquetado avanzado, destaca su dedicación a avanzar en la tecnología de semiconductores. Esto se ve respaldado aún más por la colaboración de la empresa con los clientes para acelerar la hoja de ruta de la industria, particularmente en semiconductores que habilitan la IA, y su desarrollo de productos integrados de unión híbrida para chips de memoria de IA.","[{'name': 'amat-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amat-Q324-10-Q.html'}]",266093,USD,AMAT,SMART,STK,True,CHI
industrial,chip_manufacturing,US67066G1040,NVIDIA CORP,5,"Diseña y desarrolla unidades de procesamiento gráfico avanzadas y otros productos semiconductores que son fundamentales para la computación de alto rendimiento, la inteligencia artificial y las operaciones de centros de datos.",,,4815747,USD,NVDA,SMART,STK,True,CHI
industrial,chip_manufacturing,KR7005930003,SAMSUNG ELECTRONICS CO LTD,6,"Es un fabricante líder mundial de diversos productos semiconductores, incluidos chips de memoria, LSI de sistemas y servicios de fundición, cruciales para el avance de numerosos dispositivos e industrias electrónicas.",,,17382528,KRW,005930,KSE,STK,False,CHI
industrial,chip_manufacturing,NL0010273215,ASML HOLDING NV,7,"Proporciona equipos avanzados de litografía cruciales para la producción de semiconductores, lo que permite los procesos fundamentales de la fabricación moderna de chips.",,,117589399,EUR,ASML,SMART,STK,False,CHI
industrial,chip_manufacturing,US4824801009,KLA CORP,8,"Proporciona soluciones críticas de control de procesos y gestión de rendimiento, esenciales para garantizar la calidad, el rendimiento y la eficiencia de los procesos de fabricación de semiconductores.","KLA está fuertemente involucrada en la fabricación de chips, como lo demuestra su posición como proveedor líder de soluciones y servicios de control de procesos y gestión de rendimiento para las industrias de semiconductores y electrónica relacionada. Su amplia cartera de productos de inspección y metrología apoya la I+D y la fabricación de circuitos integrados, obleas y retículas. Además, las soluciones de la empresa apoyan directamente la fabricación de chips, incluidos los circuitos integrados, solidificando su posición en el espacio de fabricación de chips y impulsando el crecimiento a largo plazo para la industria de equipos semiconductores.","[{'name': 'klac-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/klac-Q125-10-Q.html'}, {'name': 'klac-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/klac-Q225-10-Q.html'}]",270957,USD,KLAC,SMART,STK,True,CHI
industrial,chip_manufacturing,US5951121038,MICRON TECHNOLOGY INC,9,"Desarrolla y fabrica soluciones avanzadas de memoria de semiconductores, incluidas DRAM y NAND flash, que son componentes fundamentales para aplicaciones de computación, móviles y centros de datos.",,,9939,USD,MU,SMART,STK,True,CHI
industrial,chip_manufacturing,KR7000660001,SK HYNIX INC,10,"Desarrolla y fabrica semiconductores de memoria esenciales, incluidos DRAM y NAND flash, que son componentes críticos para varios dispositivos electrónicos y el ecosistema más amplio de fabricación de chips.",,,17382246,KRW,000660,KSE,STK,False,CHI
