industry_id,theme_id,symbol,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
IN,IN4,ABBN,industrial,industrial_technologies,CH0012221716,ABB LTD-REG,1,"Proporciona una cartera integral de soluciones de electrificación, movimiento, automatización de procesos y robótica que son fundamentales para avanzar en las operaciones industriales modernas y el desarrollo tecnológico.",,2682965,CHF,SMART,STK,
IN,IN4,SIE,industrial,industrial_technologies,DE0007236101,SIEMENS AG-REG,2,"Proporciona soluciones integrales de automatización industrial, digitalización y electrificación que impulsan la productividad y la sostenibilidad en diversas industrias a nivel mundial.",,14217,EUR,SMART,STK,
IN,IN4,IR,industrial,industrial_technologies,US45687V1061,INGERSOLL-RAND INC,3,"Ofrece una amplia cartera de tecnologías industriales críticas, incluyendo compresores de aire, bombas y sistemas de gestión de fluidos, esenciales para las industrias de manufactura, energía y procesos a nivel mundial.","El compromiso de Ingersoll Rand con el tema de Tecnologías Industriales es evidente a través de su amplia cartera de productos industriales, que incluyen aplicaciones de manejo de aire, gas, polvo y líquidos. La empresa opera con dos segmentos informables: Tecnologías y Servicios Industriales y Tecnologías de Precisión y Ciencia, con programas de reestructuración ejecutados dentro de estos segmentos. Ingersoll Rand proporciona servicios y soluciones destinados a aumentar la productividad y la eficiencia industrial, con una demanda de sus productos de Tecnologías y Servicios Industriales que se correlaciona con la utilización de la capacidad industrial y las tasas de producción. Además, la estrategia de la empresa incluye adquisiciones para acceder a nuevas tecnologías o geografías, lo que contribuye al crecimiento de los ingresos y del EBITDA ajustado, particularmente dentro del segmento de Tecnologías y Servicios Industriales.",404509190,USD,SMART,STK,"[{'name': 'ir-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ir-Q225-10-Q.html'}, {'name': 'ir-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ir-Q324-10-Q.html'}, {'name': 'ir-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ir-FY24-10-K.html'}, {'name': 'ir-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ir-Q125-10-Q.html'}]"
IN,IN4,EMR,industrial,industrial_technologies,US2910111044,EMERSON ELECTRIC CO,4,"Ofrece tecnologías, software y servicios de automatización críticos que sustentan la optimización y la eficiencia de las operaciones e infraestructuras industriales a nivel mundial.","La participación de Emerson en Tecnologías Industriales es evidente a través de sus soluciones líderes para la generación, transmisión y distribución de energía, incluidos los sistemas de control Ovation y el software de gestión de redes digitales de AspenTech. Esto se ve respaldado además por el reconocimiento continuo de los premios IoT Breakthrough por su cartera de tecnología industrial. Además, el entorno DeltaV Edge de Emerson fue reconocido como un producto innovador por sus contribuciones a la eficiencia, la productividad y la seguridad en las operaciones de procesamiento industrial.",6842,USD,SMART,STK,
IN,IN4,PH,industrial,industrial_technologies,US7010941042,PARKER HANNIFIN CORP,5,"Es un líder mundial en tecnologías de movimiento y control, suministrando productos y soluciones críticas que mejoran la eficiencia y la innovación en una amplia gama de aplicaciones industriales.","El enfoque de la empresa en Tecnologías Industriales es evidente a través de su posición como líder mundial en tecnologías de movimiento y control, que son integrales para las aplicaciones industriales. La empresa diseña, fabrica y apoya soluciones para clientes principalmente en los mercados de equipos industriales y dentro de la planta, con la intención de centrarse principalmente en oportunidades de negocio en este sector. Sin embargo, la empresa experimentó una menor demanda en los mercados de equipos industriales y dentro de la planta, lo que ha afectado las ventas dentro del Segmento Industrial Diversificado.",11094,USD,SMART,STK,"[{'name': 'ph-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ph-FY25-10-K.html'}, {'name': 'ph-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ph-Q225-10-Q.html'}, {'name': 'ph-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ph-Q125-10-Q.html'}]"
IN,IN4,SU,industrial,industrial_technologies,FR0000121972,SCHNEIDER ELECTRIC SE,6,"Proporciona soluciones avanzadas de gestión y automatización de energía que permiten a las industrias optimizar operaciones, mejorar la eficiencia e impulsar la transformación digital en diversos sectores.",,29612196,EUR,SMART,STK,
IN,IN4,6503,industrial,industrial_technologies,JP3902400005,MITSUBISHI ELECTRIC CORP,7,"Desarrolla y suministra una amplia gama de productos y sistemas de automatización industrial, que incluyen automatización de fábricas, mecatrónica y sistemas de energía, cruciales para la fabricación avanzada y la infraestructura en diversas industrias.",,13905675,JPY,SMART,STK,
IN,IN4,3EC,industrial,industrial_technologies,IE00B8KQN827,EATON CORP PLC,8,"Proporciona tecnologías y soluciones esenciales de gestión de energía que impulsan la eficiencia, la confiabilidad y la sostenibilidad en diversos sectores industriales.",,118017864,EUR,SMART,STK,
IN,IN4,HON,industrial,industrial_technologies,US4385161066,HONEYWELL INTERNATIONAL INC,9,"Proporciona tecnologías y soluciones avanzadas que impulsan la eficiencia, la seguridad y la productividad en diversos sectores industriales.",,4350,USD,SMART,STK,
IN,IN4,CAT,industrial,industrial_technologies,US1491231015,CATERPILLAR INC,10,"Desarrolla y fabrica una amplia gama de maquinaria pesada y sistemas de potencia que integran tecnologías industriales avanzadas para los sectores de la construcción, la minería, la energía y el transporte.",,5437,USD,SMART,STK,
