industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,symbol,exchange,assetType,navigable,theme_id
technology,cloud_services,US5949181045,MICROSOFT CORP,1,"Ofrece una cartera integral de servicios de computación en la nube, sirviendo como plataforma fundamental para la transformación digital en industrias de todo el mundo.","El compromiso de Microsoft con los Servicios en la Nube es evidente a través de su amplia gama de soluciones basadas en la nube que generan ingresos sustanciales. Microsoft Cloud ha demostrado un crecimiento significativo, con ingresos que alcanzaron los $42.4 mil millones y superaron los $168 mil millones anuales, impulsados por Azure y otros servicios en la nube. El compromiso de la empresa se enfatiza aún más por sus inversiones en infraestructura de IA para respaldar las ofertas en la nube, así como por la creciente demanda de clientes de diversas industrias que expanden su presencia en Azure.","[{'name': 'msft-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msft-Q125-10-Q.html'}, {'name': 'msft-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msft-Q325-10-Q.html'}, {'name': 'msft-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/msft-FY25-10-K.html'}, {'name': 'msft-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msft-Q225-10-Q.html'}]",272093,USD,MSFT,SMART,STK,True,CL1
technology,cloud_services,US0231351067,AMAZON.COM INC,2,"Proporciona una suite líder y completa de servicios de computación en la nube, que incluyen soluciones de infraestructura, plataforma y software, impulsando una amplia gama de negocios globales y fomentando la innovación en el mercado de la nube.","El compromiso de Amazon con los Servicios en la Nube es evidente a través de su extensa discusión sobre Amazon Web Services (AWS) en sus presentaciones y transcripciones. AWS no solo es un importante motor de ingresos, demostrado por una sustancial tasa de ingresos anualizada y un crecimiento constante de las ventas, sino también un componente central de las operaciones de Amazon, respaldado por considerables inversiones en infraestructura tecnológica. La empresa destaca el papel de AWS en ayudar a las organizaciones a migrar a la nube, su amplia funcionalidad, y su rendimiento de seguridad y operativo, solidificando aún más la importancia de los servicios en la nube para la estrategia general de negocio y los resultados financieros de Amazon. La tasa de crecimiento de los servicios en la nube se menciona explícitamente como un factor que influye en el rendimiento futuro de la empresa.","[{'name': 'amzn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/amzn-FY24-10-K.html'}, {'name': 'amzn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amzn-Q125-10-Q.html'}, {'name': 'amzn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amzn-Q324-10-Q.html'}, {'name': 'amzn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amzn-Q225-10-Q.html'}]",3691937,USD,AMZN,SMART,STK,True,CL1
technology,cloud_services,US67066G1040,NVIDIA CORP,3,"Proporciona tecnología crítica de GPU que impulsa la inteligencia artificial, la computación de alto rendimiento y la renderización gráfica dentro de las plataformas de servicios en la nube, permitiendo capacidades avanzadas para empresas y desarrolladores.","El crecimiento de NVIDIA está impulsado significativamente por sus soluciones de IA de pila completa adaptadas a los proveedores de servicios en la nube, con una amplia adopción del sistema GB200 NVL en CSP y empresas de Internet de consumo. La transición fluida al GB300 para los principales proveedores de nube, facilitada por su arquitectura compartida, subraya el enfoque de NVIDIA en este sector. Además, la disponibilidad de NVIDIA en todas las nubes, junto con la preparación de CoreWeave para lanzar su instancia GB300 al mercado, destaca el papel integral de la empresa y la inversión continua en servicios en la nube.",,4815747,USD,NVDA,SMART,STK,True,CL1
technology,cloud_services,IE00B4BNMY34,ACCENTURE PLC-CL A,4,"Ofrece servicios integrales de transformación a la nube, incluida la estrategia, la migración y los servicios administrados, lo que permite a los clientes aprovechar las tecnologías en la nube para la innovación digital y la eficiencia operativa.","Accenture enfatiza su liderazgo en tecnología en la nube como un componente clave de sus servicios, combinando esta fortaleza con datos e IA para ayudar a las empresas a construir su núcleo digital. Los ingresos por consultoría de Accenture se impulsan al ayudar a los clientes con transformaciones digitales lideradas por tecnología, datos e IA, incluida la migración a la nube. La empresa experimenta una creciente demanda de asistencia a los clientes con la modernización y el mantenimiento de aplicaciones, la habilitación de la nube y la ciberseguridad como servicio, lo que impulsa el crecimiento de los ingresos por servicios gestionados.","[{'name': 'acn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/acn-FY24-10-K.html'}, {'name': 'acn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q125-10-Q.html'}, {'name': 'acn-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q325-10-Q.html'}, {'name': 'acn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q225-10-Q.html'}]",67889930,USD,ACN,SMART,STK,True,CL1
technology,cloud_services,US00724F1012,ADOBE INC,5,"Ofrece su software líder en la industria de experiencias creativas y digitales como servicios basados en la nube, lo que permite a los usuarios acceder a herramientas y colaborar desde cualquier lugar.","La participación de Adobe con los servicios en la nube es evidente a través de su modelo de suscripción, que abarca Creative Cloud, Document Cloud y Experience Cloud, los cuales dependen de la entrega de servicios a través de internet. El segmento de Medios Digitales de la compañía, que incluye Creative Cloud, proporciona servicios basados en la nube para diseñar, crear y publicar contenido en diversas plataformas. Los productos de Medios Digitales de Adobe están disponibles como servicios basados en la nube, con ingresos por suscripción fuertemente dependientes de los costos de alojamiento y centros de datos de terceros, lo que enfatiza aún más la importancia de la infraestructura en la nube para las operaciones de la compañía, particularmente a través de la Adobe Experience Platform.","[{'name': 'adbe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/adbe-Q324-10-Q.html'}, {'name': 'adbe-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/adbe-Q225-10-Q.html'}]",265768,USD,ADBE,SMART,STK,True,CL1
technology,cloud_services,US79466L3024,SALESFORCE INC,6,"Ofrece soluciones completas de software basadas en la nube, que incluyen gestión de relaciones con clientes, automatización de ventas y servicios de marketing, sustentando operaciones comerciales críticas para empresas a nivel mundial.","La participación de Salesforce con los Servicios en la Nube es evidente a través de su modelo de negocio principal, que gira en torno a la entrega de soluciones de software como servicios en la nube. La empresa obtiene ingresos de las tarifas de suscripción para servicios de computación en la nube empresarial, y los ingresos por suscripción y soporte, incluidas las tarifas de los servicios en la nube, representan una parte importante de los ingresos totales. Las ofertas de Salesforce, como Sales Cloud, Service Cloud y Data Cloud, se entregan a través de la nube, y la empresa enfatiza la importancia de su plataforma en la nube para impulsar el éxito y la innovación del cliente. Además, la adquisición de Informatica tiene como objetivo mejorar sus capacidades en la nube y sus ofertas de gestión de datos, solidificando su posición como un proveedor importante de servicios en la nube.","[{'name': 'crm-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/crm-Q325-10-Q.html'}, {'name': 'crm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/crm-Q225-10-Q.html'}, {'name': 'crm-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/crm-FY25-10-K.html'}]",29624264,USD,CRM,SMART,STK,True,CL1
technology,cloud_services,KYG017191142,ALIBABA GROUP HOLDING LTD,7,"Proporciona amplios servicios de computación en la nube, contribuyendo significativamente a la infraestructura global de la nube y a la transformación digital en diversas industrias.",,,391638829,HKD,9988,SEHK,STK,False,CL1
technology,cloud_services,US24703L2025,DELL TECHNOLOGIES -C,8,"Proporciona soluciones de infraestructura esenciales, incluidos servidores, almacenamiento y redes, que permiten y respaldan la implementación y operación de diversos servicios en la nube para empresas a nivel mundial.","La implicación de Dell en Servicios en la Nube es evidente a través de varias iniciativas estratégicas. La empresa se está asociando con Google para llevar Gemini on-prem exclusivamente para clientes de Dell y con Cohere para simplificar la implementación de tecnología Agéntica on-prem, junto con la introducción de Dell Private Cloud y la plataforma Dell Automation diseñada para optimizar los entornos de nube privada. El compromiso de Dell se extiende a la expansión de su cartera de almacenamiento y plataforma de gestión de datos, con una fuerte demanda observada en su cartera de propiedad intelectual, específicamente con PowerStore y Protección de Datos. Además, Dell ofrece modelos de consumo flexibles, incluyendo opciones 'as-a-Service', y continúa ampliando sus ofertas en arreglos de almacenamiento externos con funcionalidad basada en la nube, lo que indica un enfoque integral para las soluciones en la nube.","[{'name': 'dell-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dell-Q325-10-Q.html'}, {'name': 'dell-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dell-Q126-10-Q.html'}, {'name': 'dell-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dell-FY25-10-K.html'}]",346218218,USD,DELL,SMART,STK,True,CL1
technology,cloud_services,US02079K3059,ALPHABET INC-CL A,9,"Ofrece una suite integral de servicios de computación en la nube, que incluyen infraestructura, plataforma y soluciones específicas de la industria, apoyando a empresas globales y desarrolladores con gestión de datos escalable y segura.","La participación de Google en los servicios en la nube es evidente a través de la generación de ingresos mediante soluciones basadas en la nube, particularmente a través de Google Cloud Platform, que ofrece infraestructura, plataforma y otros servicios bajo un modelo de tarifas por consumo y suscripción. Google Cloud genera efectivo a través de tarifas por consumo y suscripciones para infraestructura, plataforma, herramientas de colaboración y otros servicios en la nube. La inversión de la empresa en esta área se destaca por el aumento de los ingresos de Google Cloud y la adquisición de Wiz, una plataforma de seguridad en la nube, que se espera que forme parte del segmento de Google Cloud.","[{'name': 'googl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/googl-Q125-10-Q.html'}, {'name': 'googl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/googl-Q324-10-Q.html'}]",208813719,USD,GOOGL,SMART,STK,True,CL1
technology,cloud_services,US0079031078,ADVANCED MICRO DEVICES,10,"Suministra CPUs y GPUs de alto rendimiento que potencian centros de datos e infraestructura en la nube, permitiendo servicios de computación en la nube escalables y eficientes para diversas aplicaciones empresariales y de consumo.","La participación de AMD en los servicios en la nube es evidente a través de la sólida demanda de los hiperscaladores que utilizan implementaciones de EPYC para reforzar su infraestructura crítica y servicios públicos. Esto se demuestra con el lanzamiento de más de 30 nuevas instancias de los principales proveedores de nube como Alibaba, AWS, Google, Oracle y Tencent, incluida la introducción de instancias EPYC Turin de quinta generación. La expansión de las implementaciones de EPYC por parte de estos proveedores de nube subraya el papel de AMD en el apoyo a los servicios en la nube.",,4391,USD,AMD,SMART,STK,True,CL1
