industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,symbol,exchange,assetType,navigable,theme_id
transportation and logistics,transport,US9113121068,UNITED PARCEL SERVICE-CL B,1,"Opera una de las redes de transporte integrado más grandes del mundo, proporcionando servicios esenciales de entrega de paquetes y logística que conectan a empresas y consumidores a nivel mundial.","El compromiso de UPS con el tema del Transporte es evidente en sus operaciones comerciales principales, que dependen en gran medida del movimiento de paquetes y mercancías a través de redes aéreas, terrestres y ferroviarias. La estrategia de la empresa implica centrarse en el crecimiento en segmentos clave del mercado, incluidos la atención médica, las PYMES y los mercados internacionales, todos los cuales dependen de servicios de transporte eficientes. UPS está optimizando activamente su red a través de iniciativas como 'Network of the Future' y 'Fit to Serve', que tienen como objetivo mejorar la eficiencia a través de la automatización, la consolidación operativa y la reducción de la fuerza laboral. Además, UPS aprovecha su red integrada aérea y terrestre y colabora con el USPS como proveedor principal de carga aérea, lo que subraya su papel central en la industria del transporte.","[{'name': 'ups-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ups-Q125-10-Q.html'}, {'name': 'ups-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ups-Q225-10-Q.html'}, {'name': 'ups-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ups-FY24-10-K.html'}]",6231002,USD,UPS,SMART,STK,True,IND
transportation and logistics,transport,US31428X1063,FEDEX CORPORATION,2,"Ofrece servicios globales de entrega urgente, carga y logística, desempeñando un papel fundamental en la conexión de las cadenas de suministro globales y facilitando el movimiento de mercancías en todo el mundo.","El compromiso de FedEx con el tema de la industria del transporte es sustancial, ya que la compañía declara explícitamente que proporciona una amplia cartera de servicios de transporte, comercio electrónico y negocios, utilizando su red global. El negocio principal de la compañía es el transporte de mercancías, lo que vincula directamente sus niveles de negocio con la compra y producción de bienes y la tasa de crecimiento del comercio mundial. Federal Express y FedEx Freight se identifican como líneas de servicio principales y segmentos informables, lo que enfatiza aún más el enfoque de la compañía en los servicios de transporte. La compañía también reconoce su vulnerabilidad a las tendencias de la industria del transporte, destacando su enfoque de negocio principal.","[{'name': 'fdx-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fdx-Q125-10-Q.html'}, {'name': 'fdx-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fdx-Q325-10-Q.html'}, {'name': 'fdx-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/fdx-FY25-10-K.html'}, {'name': 'fdx-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fdx-Q225-10-Q.html'}]",5100583,USD,FDX,SMART,STK,True,IND
transportation and logistics,transport,US9837931008,XPO INC,3,"Proporciona soluciones integrales de transporte y logística, desempeñando un papel fundamental en el movimiento de carga y la gestión de la cadena de suministro en diversas industrias.","El negocio principal de XPO gira en torno a los servicios de transporte de carga, como lo demuestra su posición como proveedor líder en la industria. Esto se ve respaldado además por las inversiones estratégicas de la empresa, incluida la adición de casi 6.000 tractores y más de 17.000 remolques a su flota desde 2021, y la expansión de los centros de servicio LTL en América del Norte. El enfoque de XPO se extiende a una gama de servicios de carga tanto en América del Norte como en Europa, que abarcan LTL, corretaje de carga completa, almacenamiento y soluciones multimodales, todo impulsado por tecnología propietaria para mejorar la eficiencia.","[{'name': 'xpo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xpo-Q225-10-Q.html'}, {'name': 'xpo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/xpo-FY24-10-K.html'}, {'name': 'xpo-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xpo-Q125-10-Q.html'}]",93957038,USD,XPO,SMART,STK,True,IND
transportation and logistics,transport,US1264081035,CSX CORP,4,"Proporciona servicios de transporte integrales, principalmente a través de su extensa red ferroviaria.","El negocio principal de CSX gira en torno al transporte, como lo demuestran sus operaciones ferroviarias, estrategias de rendimiento y enfoque en el transporte de mercancías. El compromiso de la empresa con el transporte se demuestra aún más a través de discusiones sobre el rendimiento de la red ferroviaria, las operaciones intermodales y los proyectos de infraestructura. Esto también se refleja en sus iniciativas estratégicas, proyectos de infraestructura y mejoras operativas. Además, el enfoque de CSX en operaciones eficientes y rendimiento de costos subraya la importancia del transporte para su estrategia comercial general.",,6150,USD,CSX,SMART,STK,True,IND
transportation and logistics,transport,JP3633400001,TOYOTA MOTOR CORP,5,"Desempeña un papel fundamental en el transporte mundial al fabricar una amplia gama de vehículos, desde automóviles de pasajeros hasta camiones y autobuses comerciales.",,,13905804,JPY,7203,SMART,STK,False,IND
transportation and logistics,transport,US9078181081,UNION PACIFIC CORP,6,"Desempeña un papel crucial en el transporte de mercancías en toda América del Norte, operando una extensa red ferroviaria que conecta puertos, instalaciones de producción y centros de distribución.","El negocio principal de Union Pacific gira en torno al transporte, específicamente el transporte ferroviario, como lo demuestran sus llamadas de resultados e informes financieros que se centran en diversos aspectos de sus operaciones ferroviarias. El compromiso de la empresa de liderar la industria se demuestra a través de su estrategia y resultados, y los ejecutivos enfatizan la seguridad, el servicio y la excelencia operativa. Su enfoque en mejorar la eficiencia operativa se refleja en métricas de servicio clave, como la velocidad de los vagones de carga y el tiempo de permanencia en la terminal, y la empresa informó un crecimiento de los ingresos por carga, excluyendo el recargo por combustible, estableciendo récords en 2025.","[{'name': 'unp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unp-Q225-10-Q.html'}]",13284,USD,UNP,SMART,STK,True,IND
transportation and logistics,transport,US70959W1036,PENSKE AUTOMOTIVE GROUP INC,7,"Contribuye al sector del transporte a través de su extensa red para la venta, servicio y distribución de vehículos, apoyando la movilidad tanto de consumidores como de empresas.","La participación de Penske Automotive Group en el tema de Transporte es evidente a través de su autoidentificación como una empresa diversificada de servicios de transporte internacional y uno de los principales minoristas de automóviles y camiones comerciales del mundo. Penske Transportation Solutions (PTS), en la que la empresa posee una participación significativa, solidifica aún más esta participación al gestionar una flota sustancial de camiones, tractores y remolques, y proporcionar soluciones de transporte, cadena de suministro y tecnología. Los ingresos de la empresa se ven significativamente influenciados por su negocio de servicios de transporte, como lo destaca la satisfacción de Roger Penske con su desempeño.","[{'name': 'pag-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pag-Q125-10-Q.html'}, {'name': 'pag-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pag-Q225-10-Q.html'}, {'name': 'pag-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pag-Q324-10-Q.html'}, {'name': 'pag-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pag-FY24-10-K.html'}]",45006145,USD,PAG,SMART,STK,True,IND
transportation and logistics,transport,US6558441084,NORFOLK SOUTHERN CORP,8,"Proporciona amplios servicios de transporte ferroviario de mercancías, facilitando el movimiento de diversas materias primas a través de su vasta red y sirviendo como un componente crítico de la cadena de suministro de América del Norte.","La participación de Norfolk Southern Corporation en el tema del Transporte es evidente en sus operaciones comerciales principales, ya que la empresa se identifica como una de las principales empresas de transporte del país que mueve bienes y materiales que impulsan la economía de EE. UU. El enfoque principal de la empresa es el transporte, con una larga historia que se remonta a 1827, moviendo de manera segura bienes y materiales que impulsan la economía de EE. UU. La empresa opera una subsidiaria de ferrocarril en 22 estados y el Distrito de Columbia, transportando una amplia variedad de productos básicos anualmente y asignando capital significativo al mantenimiento y mejora de la infraestructura de transporte.","[{'name': 'nsc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nsc-Q225-10-Q.html'}, {'name': 'nsc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nsc-Q324-10-Q.html'}]",10497,USD,NSC,SMART,STK,True,IND
transportation and logistics,transport,US02376R1023,AMERICAN AIRLINES GROUP INC,9,"Proporciona servicios esenciales de transporte aéreo para pasajeros y carga, conectando numerosos destinos a nivel mundial a través de sus extensas operaciones de aerolíneas.","Las operaciones de la compañía están profundamente entrelazadas con la industria del transporte, como lo demuestra su negocio principal de proporcionar transporte aéreo de pasajeros y carga, generando $12,551 millones en ingresos operativos totales. El rendimiento financiero y las operaciones de la compañía se ven afectados directamente por las condiciones generales del negocio y las políticas comerciales que impactan la industria del transporte. Además, las condiciones macroeconómicas, incluidos los desafíos de la cadena de suministro y la volatilidad de los precios de las materias primas, influyen en las operaciones de la compañía dentro del sector del transporte.","[{'name': 'aal-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aal-Q225-10-Q.html'}, {'name': 'aal-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aal-Q125-10-Q.html'}]",139673266,USD,AAL,SMART,STK,True,IND
transportation and logistics,transport,US4456581077,HUNT (JB) TRANSPRT SVCS INC,10,"Ofrece soluciones integrales de transporte y logística a través de múltiples modos, desempeñando un papel fundamental en el movimiento de mercancías y la eficiencia de la cadena de suministro.","J.B. Hunt Transport Services se identifica como una de las mayores empresas de transporte terrestre, entrega y logística de América del Norte, enfatizando su enfoque comercial principal. La empresa opera una importante flota de tractores, camiones, contenedores, chasis y remolques, lo que demuestra su inversión en infraestructura de transporte. J.B. Hunt aspira a ser un proveedor de transporte principal, personalizando sus servicios para satisfacer las demandas del mercado, lo que subraya la dedicación de la empresa a proporcionar servicios de transporte, corretaje y entrega en toda América del Norte.","[{'name': 'jbht-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jbht-Q125-10-Q.html'}, {'name': 'jbht-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jbht-Q324-10-Q.html'}, {'name': 'jbht-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/jbht-FY24-10-K.html'}]",270825,USD,JBHT,SMART,STK,True,IND
transportation and logistics,transport,US0970231058,BOEING CO/THE,11,"Desarrolla y fabrica aeronaves comerciales, sirviendo como proveedor principal de equipos esenciales para la industria del transporte global.",,,4762,USD,BA,SMART,STK,True,IND
transportation and logistics,transport,US88160R1014,TESLA INC,12,"Impulsa la evolución del sector del transporte a través del desarrollo y despliegue de vehículos eléctricos, capacidades avanzadas de autoconducción y una red de carga global propietaria.",,,76792991,USD,TSLA,SMART,STK,True,IND
transportation and logistics,transport,US55087P1049,LYFT INC-A,13,"Ofrece una plataforma de transporte compartido que conecta a pasajeros con conductores, influyendo significativamente en las redes de transporte urbano y las soluciones de movilidad personal.","El negocio de Lyft se centra fundamentalmente en el transporte, como lo demuestran sus servicios principales de transporte compartido y su expansión a nuevos mercados y modos de transporte. La empresa se enfoca en facilitar el movimiento de personas, como lo evidencia el crecimiento de pasajeros activos, viajes y horas de conductor, y por sus iniciativas estratégicas como la adquisición de FREENOW en Europa. El compromiso de Lyft con el transporte se ve aún más subrayado por sus inversiones en la experiencia del cliente, la diversificación de las opciones de transporte y la exploración de vehículos autónomos, todo ello con el objetivo de mejorar y expandir su red de transporte.",,359130923,USD,LYFT,SMART,STK,False,IND
transportation and logistics,transport,US3453708600,FORD MOTOR CO,14,"Fabrica una amplia gama de vehículos, incluidos automóviles, camiones y furgonetas comerciales, desempeñando un papel central en la movilidad personal y la logística comercial dentro del sector del transporte global.",,,9599491,USD,F,SMART,STK,True,IND
transportation and logistics,transport,US0537741052,AVIS BUDGET GROUP INC,15,"Proporciona servicios de alquiler de vehículos y uso compartido de automóviles, sirviendo como un facilitador clave de la movilidad personal y empresarial dentro del sector del transporte en general.","Avis Budget Group es un líder en la industria del alquiler de coches, que es un componente crítico del ecosistema más amplio de transporte y viajes. La empresa tiene como objetivo expandir su presencia y hacerse un lugar en el futuro ecosistema de movilidad junto a las aerolíneas y los hoteles. Avis gestiona una gran flota y proporciona servicios de transporte, posicionándose como un actor clave en el aspecto de gestión de activos de vehículos autónomos y explorando oportunidades para aplicar su experiencia a un mercado más amplio.",,40673933,USD,CAR,SMART,STK,True,IND
transportation and logistics,transport,US90353T1007,UBER TECHNOLOGIES INC,16,"Opera una plataforma tecnológica global que conecta a los consumidores con proveedores independientes para servicios de transporte compartido y entrega de alimentos, remodelando así la movilidad personal y la logística dentro del sector del transporte.","El enfoque de Uber en la facilitación del transporte es evidente a través de su plataforma tecnológica, que impulsa el movimiento del punto A al punto B, conectando a los consumidores con servicios de transporte, servicios de entrega y redes de transporte público. Esto está respaldado por el crecimiento de los Ingresos Brutos de Movilidad y Entrega, impulsado por el aumento de los volúmenes de viajes. Además, Uber conecta a los expedidores con los transportistas en la industria del transporte de carga, consolidando su posición dentro del sector del transporte.","[{'name': 'uber-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uber-Q324-10-Q.html'}]",365207014,USD,UBER,SMART,STK,True,IND
