type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
industrial,heavy_industry_supply,US1491231015,CATERPILLAR INC,1,Sirve como el principal impulsor del tema de Suministro para la Industria Pesada.,,5437,USD,CAT,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,US2441991054,DEERE & CO,2,"Fabrica una amplia gama de maquinaria y equipos pesados para aplicaciones agrícolas, de construcción y forestales, sirviendo como un proveedor crítico dentro de la industria pesada.",,6393,USD,DE,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,DE0007236101,SIEMENS AG-REG,3,"Suministra una amplia gama de productos, sistemas y soluciones esenciales para las operaciones e infraestructura de las industrias pesadas a nivel mundial.",,14217,EUR,SIE,SMART,STK,False,,IN_HEA
industrial,heavy_industry_supply,CH0012221716,ABB LTD-REG,4,"Proporciona tecnologías de automatización críticas, productos de electrificación y soluciones industriales que son esenciales para la operación y optimización de las industrias pesadas a nivel mundial.",,2682965,CHF,ABBN,SMART,STK,False,,IN_HEA
industrial,heavy_industry_supply,NL0010545661,CNH INDUSTRIAL NV,5,"Suministra una cartera completa de equipos industriales pesados, que incluyen maquinaria agrícola, vehículos de construcción y servicios relacionados, cruciales para las industrias globales de infraestructura y producción de alimentos.","Las operaciones de CNH Industrial en el diseño, producción y venta de equipos agrícolas y de construcción requieren un suministro constante de materiales, maquinaria y componentes, lo que vincula a la empresa con el tema de la cadena de suministro de la industria pesada. Como proveedor de maquinaria y equipos para las industrias agrícola y de la construcción, las actividades de CNH se ven afectadas por las condiciones económicas globales, las políticas comerciales, los precios de las materias primas y las condiciones climáticas. Si bien CNH es un productor de equipos industriales pesados, no hay un desglose de ingresos específico disponible.",135330258,USD,CNH,SMART,STK,True,"[{'name': 'cnhi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cnhi-Q225-10-Q.html'}, {'name': 'cnhi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cnhi-Q324-10-Q.html'}, {'name': 'cnhi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cnhi-Q125-10-Q.html'}]",IN_HEA
industrial,heavy_industry_supply,US6703461052,NUCOR CORP,6,"Proporciona productos de acero esenciales que sirven como componentes críticos para diversas industrias pesadas, apoyando el desarrollo de infraestructura y la manufactura.",,10557,USD,NUE,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,JP3900000005,MITSUBISHI HEAVY INDUSTRIES,7,"Suministra una cartera diversa de maquinaria pesada, equipos industriales y sistemas complejos esenciales para las operaciones en diversas industrias pesadas a nivel mundial.",,13905782,JPY,7011,SMART,STK,False,,IN_HEA
industrial,heavy_industry_supply,US2910111044,EMERSON ELECTRIC CO,8,"Ofrece tecnologías de automatización esenciales, sistemas de control y soluciones industriales, funcionando como un proveedor clave para las industrias pesadas a nivel mundial.",,6842,USD,EMR,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,SE0000667891,SANDVIK AB,9,"Proporciona herramientas, equipos y servicios avanzados, críticos para las operaciones dentro de los sectores de minería, construcción y manufactura, apoyando la cadena de suministro de la industria pesada en general.",,8769361,SEK,SAND,SMART,STK,False,,IN_HEA
industrial,heavy_industry_supply,US3696043013,GENERAL ELECTRIC,10,Contribuye significativamente al sector de Suministros para la Industria Pesada mediante la fabricación y el servicio de equipos e infraestructuras industriales críticos.,,498843743,USD,GE,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,US7010941042,PARKER HANNIFIN CORP,11,"Proporciona tecnologías esenciales de movimiento y control, incluidos sistemas hidráulicos, neumáticos y de filtración, que son integrales para la operación y eficiencia de equipos e infraestructura industrial pesada en todo el mundo.",,11094,USD,PH,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,DE0007500001,THYSSEN-KRUPP AG,12,"Suministra componentes industriales esenciales, materiales y soluciones de ingeniería que sustentan diversas industrias pesadas a nivel mundial.",,4465866,EUR,TKA,SMART,STK,False,,IN_HEA
industrial,heavy_industry_supply,US2310211063,CUMMINS INC,13,"Suministra una amplia gama de motores, sistemas de potencia y componentes relacionados esenciales para la funcionalidad y operación de equipos dentro del sector de la industria pesada.",,6207,USD,CMI,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,US9113631090,UNITED RENTALS INC,14,Proporciona una gama completa de equipos y servicios de alquiler cruciales para apoyar las operaciones en diversas industrias pesadas.,,3629755,USD,URI,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,US7739031091,ROCKWELL AUTOMATION INC,15,"Proporciona soluciones de automatización industrial y transformación digital que son esenciales para mejorar la eficiencia, la productividad y la modernización dentro del sector de la industria pesada.",,11697,USD,ROK,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,US4523081093,ILLINOIS TOOL WORKS,16,"Contribuye al suministro de la industria pesada mediante la fabricación y distribución de una amplia gama de equipos industriales, consumibles especializados y servicios relacionados esenciales para diversas aplicaciones industriales.",,8620,USD,ITW,SMART,STK,True,,IN_HEA
industrial,heavy_industry_supply,US9297401088,WABTEC CORP,17,"Sirve como un proveedor clave de equipos, componentes y servicios esenciales para el sector industrial pesado global, particularmente dentro de la industria del transporte ferroviario.",,661633,USD,WAB,SMART,STK,True,,IN_HEA
