type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
automotive,commercial_electric_vehicles,CNE100000296,BYD CO LTD-H,1,"Es un fabricante y proveedor líder mundial de vehículos eléctricos comerciales, impulsando la innovación y la adopción en varios segmentos como autobuses, camiones y vehículos de logística.",,46652429,HKD,1211,SEHK,STK,False,,AU_EL1
automotive,commercial_electric_vehicles,US3453708600,FORD MOTOR CO,2,"Se enfoca en el desarrollo y la fabricación de vehículos eléctricos diseñados para aplicaciones comerciales, incluyendo camiones y furgonetas, para apoyar a las empresas en la transición a flotas eléctricas.","El compromiso de Ford con los vehículos comerciales eléctricos está impulsado significativamente por su dominio establecido en el mercado estadounidense, una posición que la empresa espera mantener como un negocio sólido. Esto está respaldado por la fortaleza de Ford Pro, que ha demostrado resiliencia y crecimiento, particularmente en Europa con los modelos Transit Custom y Ranger, y se ve reforzado por las crecientes líneas de crédito comercial de Ford Credit. Si bien Ford Pro se enfrenta a presiones de márgenes por parte de competidores importadores, sigue siendo una ventaja competitiva, ofreciendo resultados sólidos a pesar de los desafíos de la industria, con una fuerte demanda de productos clave como los chasis cabina Super Duty y las furgonetas Transit.",9599491,USD,F,SMART,STK,True,,AU_EL1
automotive,commercial_electric_vehicles,SE0000115446,VOLVO AB-B SHS,3,"Desarrolla y ofrece una amplia gama de vehículos comerciales eléctricos, incluidos camiones y autobuses, lo que contribuye a la descarbonización de la logística y el transporte público.",,917920,SEK,VOLV.B,SMART,STK,False,,AU_EL1
automotive,commercial_electric_vehicles,US76954A1034,RIVIAN AUTOMOTIVE INC-A,4,"Desarrolla y fabrica furgonetas eléctricas de reparto, contribuyendo a la electrificación de flotas comerciales y operaciones logísticas.","El compromiso de Rivian con el tema de los vehículos eléctricos comerciales es evidente a través del lanzamiento de su plataforma de furgonetas comerciales Rivian, que incluye la variante EDV diseñada en colaboración con Amazon. Más allá de la variante EDV, Rivian ha ampliado sus ventas de furgonetas comerciales a otros clientes, y la EDV y la furgoneta comercial Rivian están diseñadas específicamente para su despliegue a gran escala en flotas gestionadas centralmente. Rivian está trabajando activamente con Amazon para refinar la plataforma para la logística y la entrega comercial, y se espera un aumento en la entrega de estas furgonetas, particularmente en la segunda mitad del año.",525768800,USD,RIVN,SMART,STK,False,"[{'name': 'rivn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rivn-FY24-10-K.html'}, {'name': 'rivn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rivn-Q225-10-Q.html'}, {'name': 'rivn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rivn-Q125-10-Q.html'}]",AU_EL1
automotive,commercial_electric_vehicles,DE000DTR0CK8,DAIMLER TRUCK HOLDING AG,5,"Desarrolla y fabrica una cartera integral de camiones y autobuses eléctricos, impulsando la transición hacia soluciones de transporte comercial electrificadas.",,531961119,EUR,DTG,SMART,STK,False,,AU_EL1
automotive,commercial_electric_vehicles,US88160R1014,TESLA INC,6,"Es pionera en el mercado de vehículos eléctricos comerciales a través de su avanzada tecnología de baterías, su extensa infraestructura de carga y el desarrollo de camiones pesados eléctricos de alto rendimiento.","La participación de Tesla en el sector de vehículos eléctricos comerciales es evidente a través de varias iniciativas, incluida la producción piloto del Tesla Semi en Gigafactory Nevada y la construcción del Tesla Semi. Además, la compañía está desarrollando el Cybercab y planea lanzar un robotaxi en Austin, lo que indica un interés estratégico en vehículos comerciales autónomos. Si bien Tesla se enfoca en aumentar su capacidad de fabricación, que incluye el Tesla Semi, su enfoque principal sigue siendo en vehículos de consumo como el Model Y, el automóvil más vendido de cualquier tipo, con planes de lanzar modelos más asequibles.",76792991,USD,TSLA,SMART,STK,True,"[{'name': 'tsla-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tsla-Q125-10-Q.html'}, {'name': 'tsla-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tsla-Q324-10-Q.html'}]",AU_EL1
automotive,commercial_electric_vehicles,US37045V1008,GENERAL MOTORS CO,7,"Desarrolla y fabrica una gama de vehículos eléctricos comerciales, contribuyendo a la electrificación de flotas empresariales y logísticas.","El compromiso de GM con un futuro de cero emisiones es evidente en sus inversiones estratégicas en vehículos eléctricos y sus esfuerzos para escalar la producción de vehículos eléctricos, aunque los vehículos eléctricos comerciales no se mencionan específicamente. La visión de la empresa incluye cero emisiones, con inversiones en vehículos eléctricos para lograr este objetivo. GM se enfoca en expandir su negocio de vehículos eléctricos y ya tiene vehículos eléctricos exitosos en el mercado, logrando un crecimiento sustancial año tras año y asegurando una posición de liderazgo en el mercado estadounidense. Este énfasis en los vehículos eléctricos, si bien no se centra explícitamente en el sector comercial, subraya el compromiso más amplio de la empresa con los vehículos eléctricos.",80986742,USD,GM,SMART,STK,True,"[{'name': 'gm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gm-Q125-10-Q.html'}]",AU_EL1
automotive,commercial_electric_vehicles,US6937181088,PACCAR INC,8,"Desarrolla y fabrica vehículos comerciales eléctricos, contribuyendo a la transición de la industria del transporte hacia soluciones eléctricas sostenibles.","La participación de PACCAR en los Vehículos Eléctricos Comerciales es evidente a través de sus inversiones estratégicas y expansiones de fábricas. Específicamente, la empresa está expandiendo su planta de ensamblaje de camiones eléctricos DAF en Eindhoven, Países Bajos. Además, PACCAR anticipa invertir entre 400 y 700 millones de dólares adicionales en su empresa conjunta de baterías, Amplify Cell Technologies, lo que indica un movimiento hacia la electrificación. Si bien no hay una mención explícita de vehículos eléctricos comerciales, el posible ajuste de los estándares de vehículos eléctricos por parte de la EPA sugiere una consideración de los vehículos eléctricos comerciales dentro de la estrategia de PACCAR.",272992,USD,PCAR,SMART,STK,True,"[{'name': 'pcar-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pcar-Q324-10-Q.html'}, {'name': 'pcar-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pcar-FY24-10-K.html'}]",AU_EL1
automotive,commercial_electric_vehicles,US72919P2020,PLUG POWER INC,9,"Desarrolla sistemas de celdas de combustible de hidrógeno para vehículos eléctricos comerciales, desde equipos de manejo de materiales hasta aplicaciones en carretera, apoyando la transición hacia el transporte con energía limpia.","La participación de Plug en el tema de Vehículos Eléctricos Comerciales es evidente a través de su sistema GenDrive, un sistema de pila de combustible PEM alimentado por hidrógeno diseñado para alimentar vehículos eléctricos de manejo de materiales, incluidas varias clases de carretillas elevadoras eléctricas, vehículos guiados automatizados y equipos de apoyo en tierra. La empresa se centra en aplicaciones de movilidad industrial, particularmente carretillas elevadoras eléctricas y vehículos industriales, en sitios de fabricación y distribución de alto volumen. El suministro de hidrógeno líquido de Plug también apoya a los clientes en operaciones de manejo de materiales y flotas de vehículos eléctricos de pila de combustible, aunque se han observado disminuciones en los ingresos y el costo de los ingresos relacionados con las ventas de sistemas de pilas de combustible debido a una disminución en el volumen de unidades GenDrive.",88385302,USD,PLUG,SMART,STK,False,"[{'name': 'plug-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/plug-Q125-10-Q.html'}, {'name': 'plug-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/plug-FY24-10-K.html'}, {'name': 'plug-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/plug-Q225-10-Q.html'}]",AU_EL1
automotive,commercial_electric_vehicles,US2310211063,CUMMINS INC,10,"Desarrolla y suministra soluciones y componentes de tren motriz eléctrico para diversas aplicaciones de vehículos comerciales, contribuyendo al avance y la adopción de la movilidad eléctrica en el sector comercial.","El compromiso de Cummins con el tema de los vehículos eléctricos comerciales es evidente a través de su segmento Accelera, que diseña, fabrica y da soporte a sistemas de energía electrificados. Estos sistemas incluyen componentes y subsistemas innovadores como tecnologías de baterías, celdas de combustible y trenes motrices eléctricos. La empresa está sirviendo activamente a mercados que adoptan la electrificación y las tecnologías de energía alternativa, atendiendo las necesidades de socios OEM y clientes finales, y se encuentra en las primeras etapas de comercialización de estas tecnologías, centrándose particularmente en el desarrollo de sistemas de energía electrificados y componentes relacionados.",6207,USD,CMI,SMART,STK,True,"[{'name': 'cmi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cmi-Q324-10-Q.html'}]",AU_EL1
