type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable,theme_id
entertainment and media,media_diversification,US64110L1061,NETFLIX INC,1,"Pioneros en nuevas formas de consumo de medios y distribución de contenido a través de su plataforma global de streaming, ofreciendo una diversa gama de programación original y licenciada en varios géneros e idiomas.","Netflix está activamente comprometida en la diversificación de medios a través de varias iniciativas clave. La compañía está produciendo contenido original en 50 países y explorando diversos formatos de contenido, incluidos eventos en vivo, juegos y podcasts de video, para ampliar su atractivo y llegar a una audiencia más amplia. Si bien Netflix genera ingresos de publicidad, productos de consumo y eventos en vivo, estas fuentes actualmente constituyen una porción relativamente pequeña de sus ingresos generales de transmisión, lo que indica que el principal impulsor de ingresos siguen siendo las tarifas de membresía.","[{'name': 'nflx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nflx-FY24-10-K.html'}]",15124833,USD,NFLX,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US2546871060,WALT DISNEY CO/THE,2,"Opera un vasto y diversificado ecosistema mediático que abarca estudios de cine, parques temáticos, redes de televisión lineal y plataformas de streaming directo al consumidor, lo que refleja una estrategia integral en contenido y distribución de medios.","La diversificación mediática de Disney es evidente a través de su operación en diversos segmentos, incluyendo Redes Lineales, servicios Directo al Consumidor como Disney+ y Hulu, Venta/Licencia de Contenidos, Deportes y Experiencias. El segmento de Entretenimiento genera ingresos de películas, contenido episódico y otras fuentes distribuidas a través de estas líneas de negocio. Además, los ingresos de la distribución de TV/VOD y entretenimiento en el hogar, impulsados por las ventas de contenido episódico, contribuyen a esta diversificación.","[{'name': 'dis-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dis-Q125-10-Q.html'}, {'name': 'dis-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dis-FY24-10-K.html'}]",6459,USD,DIS,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US5312297220,LIBERTY MEDIA CORP-LIBERTY-C,3,"Opera una cartera diversa de activos de medios y entretenimiento, contribuyendo activamente a la expansión y variedad de contenido y plataformas dentro de la industria.",,,646249551,USD,LLYVK.OLD,VALUE,STK,False,EM_ME1
entertainment and media,media_diversification,LU1778762911,SPOTIFY TECHNOLOGY SA,4,"Proporciona una plataforma que se ha diversificado desde la transmisión de música hasta una amplia gama de contenido de audio, incluidos podcasts y experiencias de audio en vivo.",,,312496724,USD,SPOT,SMART,STK,False,EM_ME1
entertainment and media,media_diversification,US02079K3059,ALPHABET INC-CL A,5,"Se dedica a una amplia diversificación de medios a través de sus diversas plataformas, incluidas tecnologías de búsqueda, video y publicidad, sirviendo a un amplio espectro de necesidades de información y entretenimiento a nivel mundial.",,,208813719,USD,GOOGL,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US0231351067,AMAZON.COM INC,6,"Opera un conjunto integral de servicios de medios digitales que incluyen video en streaming (Prime Video), música (Amazon Music), contenido en vivo (Twitch), audiolibros (Audible) y libros electrónicos (Kindle), contribuyendo significativamente a la diversificación del consumo y la distribución de medios.",,,3691937,USD,AMZN,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US30303M1027,META PLATFORMS INC-CLASS A,7,"Diversifica activamente sus ofertas de medios en plataformas sociales, tecnologías inmersivas y formatos de contenido para atraer a una amplia base de usuarios.",,,107113386,USD,META,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US2787681061,ECHOSTAR CORP-A,8,Contribuye a la diversificación de los medios mediante la expansión de los servicios de comunicación basados en satélite para admitir una gama más amplia de plataformas de entrega de contenido y soluciones de conectividad avanzada más allá de la radiodifusión tradicional.,,,47965865,USD,SATS,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US0378331005,APPLE INC,9,"Contribuye a la diversificación de los medios a través de una amplia cartera de servicios de contenido y suscripción, expandiendo su presencia en diversas plataformas de entretenimiento e información.",,,265598,USD,AAPL,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US9344231041,WARNER BROS DISCOVERY INC,10,"Impulsa la diversificación de los medios a través de su amplia cartera de contenido de cine, televisión, noticias y deportes, distribuido en plataformas globales de streaming y lineales.","Warner Bros. Discovery demuestra su diversificación mediática a través de sus operaciones en televisión, cine, streaming y videojuegos, creando y distribuyendo contenido de marca en estas plataformas. La combinación de activos de la empresa, que abarca redes nacionales e internacionales, televisión de pago premium, streaming, producción cinematográfica, productos de consumo, experiencias temáticas y videojuegos interactivos, la posiciona para servir a los consumidores en todo el ecosistema del entretenimiento. Además, Warner Bros. Discovery combina su posición en medios y entretenimiento con las marcas de narración de Warner Bros. y HBO, centrándose en el streaming global, los estudios y las redes lineales. Esta diversificación también se refleja en el negocio directo al consumidor de la empresa, que cuenta con una base sustancial de suscriptores en numerosos países, y su continua participación en la televisión lineal a través de acuerdos de renovación multianuales.","[{'name': 'wbd-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wbd-Q224-10-Q.html'}, {'name': 'wbd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wbd-Q324-10-Q.html'}]",554208351,USD,WBD,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US20030N1019,COMCAST CORP-CLASS A,11,"Opera una cartera diversificada de activos de medios y entretenimiento, que abarca banda ancha, video, parques temáticos y servicios de streaming, lo que contribuye a una amplia gama de contenidos y canales de distribución.","Las operaciones de Comcast abarcan conectividad y plataformas, contenido y experiencias, incluyendo medios, estudios y parques temáticos. La compañía opera su segmento de Medios como un negocio combinado de televisión y streaming, con esfuerzos centrados en aumentar los suscriptores de pago y los ingresos por publicidad en Peacock para compensar las caídas anticipadas en las redes de televisión lineal. Esto se demuestra aún más por su presencia en varios formatos de medios y canales de distribución, incluyendo redes de televisión, streaming, estudios de cine y parques temáticos. El modelo de negocio de Comcast incluye tanto 'Conectividad y Plataformas' como 'Contenido y Experiencias', destacando el compromiso de la empresa con la diversificación de medios.","[{'name': 'cmcsa-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cmcsa-Q324-10-Q.html'}, {'name': 'cmcsa-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cmcsa-FY24-10-K.html'}]",267748,USD,CMCSA,SMART,STK,True,EM_ME1
entertainment and media,media_diversification,US8299331004,SIRIUS XM HOLDINGS INC,12,"Ofrece una diversa gama de contenido de audio y canales de distribución, que abarcan radio satelital y plataformas de streaming, para satisfacer las variadas preferencias de los consumidores.",,,727785544,USD,SIRI,SMART,STK,False,EM_ME1
