industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,symbol,exchange,assetType,navigable,theme_id
consumer and retail,online_games,US2855121099,ELECTRONIC ARTS INC,1,"Desarrolla y publica un vasto portafolio de populares juegos multijugador en línea, ofreciendo experiencias interactivas atractivas y generando ingresos significativos a través de la distribución digital y el contenido dentro del juego.","El enfoque de Electronic Arts en los juegos en línea es evidente a través del desarrollo, marketing y entrega de juegos en diversas plataformas, incluidas consolas, PC y dispositivos móviles. La compañía enfatiza la construcción de comunidades en línea en torno a franquicias clave y ofrece experiencias de alta calidad a través de servicios en vivo, contenido adicional y ofertas de suscripción. Muchos de los juegos de EA presentan funcionalidad en línea, y algunos son solo en línea, lo que requiere una conexión a Internet para acceder, y las políticas de reconocimiento de ingresos de la compañía dependen en gran medida de los juegos habilitados en línea. El compromiso de EA con los juegos en línea se demuestra aún más por su cartera deportiva, que incluye títulos como EA SPORTS FC y Madden NFL, que se alinean con competiciones globales y mantienen a los fanáticos conectados durante todo el año, así como por el crecimiento de FC Mobile y FC Online.","[{'name': 'ea-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ea-Q225-10-Q.html'}, {'name': 'ea-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ea-Q325-10-Q.html'}, {'name': 'ea-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ea-Q126-10-Q.html'}, {'name': 'ea-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ea-FY25-10-K.html'}]",268995,USD,EA,SMART,STK,True,ON2
consumer and retail,online_games,IE00BWT6H894,FLUTTER ENTERTAINMENT PLC-DI,2,"Opera una cartera diversa de marcas líderes de juegos en línea, ofreciendo una amplia gama de productos de apuestas, casino y póker a una base de clientes global.","La participación de Flutter Entertainment en el tema de los juegos en línea es significativa, ya que la empresa se identifica como el principal operador mundial de apuestas deportivas en línea y iGaming por ingresos. Los productos principales de la empresa incluyen iGaming, con ingresos sustanciales y Jugadores Mensuales Promedio (AMPs) reportados en varios segmentos geográficos. Además, las iniciativas estratégicas como las adquisiciones de Snai y NSX, junto con la operación de marcas conocidas como Betfair Casino y PokerStars, contribuyen a la participación de Flutter en los juegos en línea.","[{'name': 'flut-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flut-Q225-10-Q.html'}, {'name': 'flut-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flut-Q125-10-Q.html'}, {'name': 'flut-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/flut-FY24-10-K.html'}]",680895249,USD,FLUT,SMART,STK,False,ON2
consumer and retail,online_games,US5949181045,MICROSOFT CORP,3,"Impulsa el mercado de los juegos en línea a través de su plataforma Xbox, el extenso servicio de suscripción Game Pass y adquisiciones estratégicas de importantes desarrolladores de juegos, ofreciendo una vasta biblioteca de experiencias interactivas.","El compromiso de Microsoft con el tema de los Juegos en Línea es evidente a través del crecimiento de los ingresos por juegos, impulsado por el contenido y los servicios de Xbox. Este crecimiento se ve aún más impulsado por Xbox Game Pass, Call of Duty y Minecraft. La adquisición de Activision Blizzard también impactó significativamente los ingresos de contenido y servicios de Xbox. Si bien hay un aumento en los ingresos por juegos, también hay una disminución en los ingresos de hardware de Xbox.","[{'name': 'msft-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msft-Q325-10-Q.html'}]",272093,USD,MSFT,SMART,STK,True,ON2
consumer and retail,online_games,US67066G1040,NVIDIA CORP,4,"Impulsa la industria de los videojuegos en línea a través de sus unidades de procesamiento gráfico y plataformas avanzadas, permitiendo visuales de alta fidelidad y experiencias inmersivas para jugadores de todo el mundo.",,,4815747,USD,NVDA,SMART,STK,True,ON2
consumer and retail,online_games,JP3435000009,SONY GROUP CORP,5,"Ofrece un ecosistema integral de juegos en línea a través de su plataforma PlayStation, proporcionando experiencias multijugador y contenido de juegos digitales a una base de usuarios global.",,,13905705,JPY,6758,SMART,STK,False,ON2
consumer and retail,online_games,US26142V1052,DRAFTKINGS INC-CL A,6,"Proporciona un conjunto completo de productos digitales de entretenimiento deportivo y juegos, que incluyen apuestas deportivas en línea, deportes de fantasía diarios e iGaming, impulsando la participación dentro del ecosistema de juegos en línea.","DraftKings se identifica como una empresa de entretenimiento deportivo digital y juegos de azar, que obtiene una parte significativa de sus ingresos de los juegos en línea a través de sus ofertas de productos Sportsbook e iGaming. La empresa se enfoca en expandir sus ofertas de productos Sportsbook e iGaming, y está trabajando activamente para mejorar su producto, marketing y operaciones, particularmente al atraer clientes que priorizan las tragamonedas. DraftKings está experimentando un crecimiento sustancial en los juegos en línea y está trabajando activamente para mejorar su producto, marketing y operaciones, con un aumento interanual de los ingresos netos de iGaming debido al fuerte crecimiento de los clientes activos de iGaming.","[{'name': 'dkng-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dkng-Q125-10-Q.html'}, {'name': 'dkng-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dkng-FY24-10-K.html'}]",560105364,USD,DKNG,SMART,STK,False,ON2
consumer and retail,online_games,US8740541094,TAKE-TWO INTERACTIVE SOFTWRE,7,"Desarrolla y publica una diversa cartera de franquicias de videojuegos populares que incluyen sólidas experiencias multijugador en línea y un gasto recurrente significativo de los consumidores, lo que contribuye al crecimiento y la evolución de los juegos en línea.","Take-Two Interactive está expandiendo activamente su presencia en juegos en línea, particularmente en Asia, con un enfoque en China. Esta estrategia implica aprovechar las relaciones de licencia y ampliar la distribución de productos existentes. 2K obtuvo una licencia plurianual de la NBA para desarrollar una versión en línea de su juego de simulación de la NBA en China, Taiwán, Hong Kong y Macao, lo que dio lugar a títulos como NBA 2K Online, codesarrollado con Tencent, que cuenta con más de 65 millones de usuarios registrados y ostenta la primera posición entre los juegos deportivos en línea para PC en China.","[{'name': 'ttwo-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ttwo-Q325-10-Q.html'}, {'name': 'ttwo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ttwo-Q225-10-Q.html'}]",6478131,USD,TTWO,SMART,STK,True,ON2
consumer and retail,online_games,US7710491033,ROBLOX CORP -CLASS A,8,"Proporciona una plataforma en línea global donde los usuarios pueden crear, compartir y jugar millones de experiencias inmersivas en 3D, contribuyendo significativamente al segmento de contenido generado por el usuario en los juegos en línea.",,,476026060,USD,RBLX,SMART,STK,True,ON2
consumer and retail,online_games,US12769G1004,CAESARS ENTERTAINMENT INC,9,"Opera una importante división de juegos en línea, que ofrece una variedad de experiencias digitales de casino y apuestas deportivas a una amplia base de clientes.","La participación de Caesars en los juegos en línea es significativa, ya que es una fuente principal de ingresos, que abarca propiedades de casino, apuestas deportivas minoristas y en línea, y operaciones de iGaming en cinco jurisdicciones de América del Norte. El segmento digital de la empresa, que incluye iCasino, ha entregado resultados trimestrales récord, impulsado por un crecimiento sustancial tanto en los ingresos de apuestas deportivas como de casino. Caesars continúa invirtiendo y expandiendo su presencia en juegos en línea a través del lanzamiento de nuevas plataformas como Caesars Palace Online Casino y Horseshoe Online Casino, así como la introducción de funciones innovadoras como una billetera digital universal y un sistema propietario de gestión de cuentas de jugadores.","[{'name': 'czr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/czr-Q125-10-Q.html'}, {'name': 'czr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/czr-Q225-10-Q.html'}, {'name': 'czr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/czr-Q324-10-Q.html'}, {'name': 'czr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/czr-FY24-10-K.html'}]",435774408,USD,CZR,SMART,STK,True,ON2
consumer and retail,online_games,US5529531015,MGM RESORTS INTERNATIONAL,10,"Opera una destacada plataforma en línea de apuestas deportivas y iGaming, contribuyendo significativamente a la expansión de las experiencias de juego digital y el alcance del mercado.","MGM Resorts demuestra una presencia significativa en el sector de los juegos en línea a través de diversas iniciativas estratégicas. La empresa conjunta BetMGM es un motor clave, mostrando un crecimiento sustancial de los ingresos y un EBITDA positivo, con aumentos notables tanto en iGaming como en apuestas deportivas en línea. MGM también ha lanzado su propio producto Sportsbook y está integrando la plataforma tecnológica de Tipico en EE. UU. para mejorar sus ofertas. Además, el crecimiento de los ingresos de MGM Digital, impulsado por la expansión de la marca, y la adquisición de LeoVegas, un desarrollador de juegos digitales, resaltan el compromiso de la empresa de expandir su huella en el mercado de juegos en línea. El desarrollo de un ecosistema de recompensas que integra tanto el juego en la propiedad como el juego en casa subraya aún más la dedicación de MGM a involucrar a los clientes en el espacio de los juegos digitales.","[{'name': 'mgm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mgm-Q225-10-Q.html'}, {'name': 'mgm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mgm-Q324-10-Q.html'}, {'name': 'mgm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mgm-FY24-10-K.html'}, {'name': 'mgm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mgm-Q125-10-Q.html'}]",9560,USD,MGM,SMART,STK,True,ON2
